,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant
592,@Ided2419 @g5_sin @G5games No camping allowed in Central Park....not even for the pigeon lady,2022-06-20 13:33:40.503523,1536849619707109377,2022-06-14 23:14:37+00:00,1,0,1,0,,,,,HCANursingJobs,1495,"(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.6350116729736328,,
432,"Congratulations to Steve Lieberman, @LoHudLegal, and Sarah Wallace from @nbc4NY on their honor today at the RBA lunch from the Rockland County Illegal Housing Task Force for their outstanding coverage of illegal housing issues in Rockland. https://t.co/4hcMZggdQc",2022-06-20 13:33:19.961337,1537483942106103808,2022-06-16 17:15:11+00:00,0,0,2,0,,,,,WRCR1700,425,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Positive,0.911840796470642,,
470,"@JoeBeardsall I don't judge him on last season the coaching and tactics were absolutely detrimental to many of them from previous season, playing wingbacks on wrong side and in middle of park,  central defenders in midfield and Woodrow as a target man made them all look poor. Best of luck",2022-06-20 13:33:31.728036,1538942988776312832,2022-06-20 17:52:55+00:00,1,0,1,0,,,,,gav_rich,58,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.7823439836502075,,
707,It's so difficult to find an affordable rental in regional Victoria right now. https://t.co/SpSIvSaCg1,2022-06-20 13:34:20.580331,1537294647629959170,2022-06-16 04:43:00+00:00,0,0,5,0,,,,,ChamberVictoria,10736,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Negative,0.8734132051467896,,
638,EY padel tennis tournament in aid of Women in Need presently taking place at Victoria Stadium. Finals will be on Sunday https://t.co/g3oRHznbxz,2022-06-20 13:34:18.921391,1538078432784957440,2022-06-18 08:37:29+00:00,0,0,3,0,,,,,mythsbaby,23150,Victoria (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,Victoria,Neutral,0.8962902426719666,,
615,"sorry. no, i won't be digging a one-meter deep pit in the ground to make barbacoa. the soil in the east bay is clay and it's as hard as rock in the summer. https://t.co/ILwGkmnHqW",2022-06-20 13:33:52.836182,1537233167349710849,2022-06-16 00:38:42+00:00,0,0,0,0,,,,,davidsaidthis,335,"(salt spring island OR burnside-gorge OR rock bay OR gonzales park OR selkirk green OR kwakwaka’wakw OR nuu-chah-nulth) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",salt spring island OR burnside-gorge OR rock bay OR gonzales park OR selkirk green OR kwakwaka’wakw OR nuu-chah-nulth,Negative,0.7688006162643433,,
607,"Among the jubilation of the Johnstown Juneteenth Celebration at Central Park, community leaders met on Monday under the shade of a tent to discuss how to end racism. https://t.co/DlwkVFWpvm",2022-06-20 13:33:41.877690,1536454631278125056,2022-06-13 21:05:04+00:00,0,0,0,0,,,,,tribunedemocrat,7330,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Positive,0.6064372062683105,,
1481,"The haters even state that Mayor Lisa Helps only ""claims"" to support #Pride  🤔

The post and press release are in response to threats of gun violence directed at @VictoriaPride

Even @pivotlegal joined the hate. 🤔 https://t.co/AZ2UEu41ZN https://t.co/qdwFFuOvyG",2022-06-20 13:40:06.014216,1538571639482249216,2022-06-19 17:17:18+00:00,0,0,0,0,,,,,photowarrior,634,"(from:stephen_andrew OR from:ninethreeseven OR from:coryresilient OR from:hattiecosta1 OR from:photowarrior) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",individual,Negative,0.8423746824264526,,
1330,Leading by example. Way to go @yyj_housing! https://t.co/5sDBtnvFqR,2022-06-20 13:35:15.748514,1538011699659190272,2022-06-18 04:12:18+00:00,0,0,1,0,,,,,TimFordWrites,800,YYJ (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,YYJ,Positive,0.9652832746505736,,
995,"BC Housing has submitted its application to build a 6-storey Passive House permanent modular wood building near Victoria Drive &amp; Southeast Marine Drive.

It will contain 72 studio units under the supportive housing model. #vanpoli #vanre

https://t.co/MVzNZisPr8",2022-06-20 13:34:26.836318,1536553837388894209,2022-06-14 03:39:17+00:00,0,2,17,4,,,,,JennyTa22393082,388,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Neutral,0.8435530662536621,,
