,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant
228,Ive always like when they give you camping spots and i always thought they should balance that with influencing the player to leave their comfort zone to be in uncomfortable situation like gorge remero or fixing the excavators on moon. https://t.co/JaP5ZATEoG,2022-06-20 13:32:35.144589,1537452996635656193,2022-06-16 15:12:13+00:00,2,0,3,0,,,,,CloggedToilet1,17,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Neutral,0.527535080909729,,
664,"join BRI and help build  infrastructure  to reduce world poverty like the leader state Victoria . #Aukus #deathwish   
#insiders",2022-06-20 13:34:20.580331,1538310182283145216,2022-06-18 23:58:22+00:00,0,0,0,0,,,,,aust_tl,2175,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Neutral,0.6465322375297546,,
124,"Evidence of day-drinking at Victoria city hall, or has Pfizer been spiking the Sooke reservoir with testosterone, thereby explaining why Victoria is the capital of Tranada? https://t.co/LSoG3nJnsx",2022-06-20 13:32:26.967120,1538216743956381697,2022-06-18 17:47:05+00:00,0,0,0,0,,,,,Banonymous100,1270,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Neutral,0.8127482533454895,,
453,"A lot from @JakeLFischer here:

-Sixers resistant to giving Harden a max
-“in any scenario, Harden is expected to pick up his player option for the 2022-23 season” ($47.3 mil)
-Sixers exploring trades for Green, Thybulle, 23rd pick
-Tobias Harris’ camp unhappy with his role https://t.co/91hINfiARo",2022-06-20 13:33:27.546821,1537469295491424258,2022-06-16 16:16:59+00:00,2,0,12,2,,,,,Sean_Barnard1,2360,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Neutral,0.8430789113044739,,
574,"Capital Region Housing targets Saanich for its next subsidized redevelopment

#Capital | #Region | #Housing | #Targets

Breaking News 
👉 https://t.co/6eRS1ajdTX https://t.co/OuDInhNyoQ",2022-06-20 13:33:39.094397,1537186963123384320,2022-06-15 21:35:06+00:00,0,0,0,0,,,,,NixonBonnie83,902,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.9291990995407104,,
869,Victoria police report ‘significant decline’ in calls for youth-related violence https://t.co/jK0nXDwXrC,2022-06-20 13:34:25.320996,1538942265372004352,2022-06-20 17:50:02+00:00,0,0,0,0,,,,,LakeCowGazette,1721,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Negative,0.5211115479469299,,
1395,"Happy Father's Day to the dads, father figures and fathers-to-be in our lives! 💙

Looking for Father's Day inspiration in Victoria? We've compiled a list of dad-approved activities &amp; specials going on in our city today. https://t.co/Vl5RHWdVsl

📷 @MagnoliaHtl
📍Beacon Hill Park https://t.co/tuIW7MX7Fw",2022-06-20 13:36:47.778546,1538545765311827968,2022-06-19 15:34:29+00:00,0,0,4,1,,,,,victoriavisitor,42520,(from:avivanisle OR from:vicfoundation OR from:mydvba OR from:tourismvi OR from:victoriavisitor) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,individual,Positive,0.9571146965026855,,
503,"@NiallOfficial @illicitflame A few suggestions- The Central Park Five, Night Stalker: The Hunt for a Serial Killer, Crime Scene: The Vanishing at the Cecil Hotel. Let me know what you think!",2022-06-20 13:33:33.308604,1538156526271176705,2022-06-18 13:47:48+00:00,0,0,0,0,,,,,associates_asif,32,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.8873645067214966,,
755,"Poor show, Victoria!! https://t.co/BCrGVsLEj7",2022-06-20 13:34:22.169920,1538725571748057088,2022-06-20 03:28:59+00:00,0,0,2,0,,,,,swollenpickles,1224,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Negative,0.9301005005836488,,
412,"Dayummmmm.... $232,000,000 in ONE SEIZURE/BUST?

Wow! My ships never had such excitement. (Well, on the Flint, we had a late nite major lube oil leak of San Juan de Fuca.)

(Then again, in the late 80s, IIRC, the USN wasn't nearly as joint-anti-drugs-ops w/ the USCG.) https://t.co/xEWlznkVrH",2022-06-20 13:33:14.769944,1538389509485694976,2022-06-19 05:13:35+00:00,1,0,0,0,,,,,hyoondae,375,(juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin,Positive,0.5962281227111816,,
