text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
"My station is Albany Park. southeastern say loss is only 6pc. We're going from 4 an hour to London Bridge to 2 an hour for most of the timetable. Definately North London's poor relations. 
https://t.co/OuVM2vbhQI",2022-11-10 23:28:36.257077,1590843409694183427,2022-11-10 23:06:39+00:00,0,0,0,0,,,eve1104,"London, England",55,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Press Release @FairfieldADAMH 
Fairfield County ADAMH welcomes new service provider
https://t.co/EQJsRV4HE5",2022-11-10 23:28:36.257114,1590370441868496896,2022-11-09 15:47:15+00:00,0,0,0,0,,,webchickcom,"Lancaster, Ohio",411,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Press Release @FairfieldADAMH 
Fairfield County ADAMH welcomes new service provider
https://t.co/Cy7UPWobKB",2022-11-10 23:28:36.257149,1590370422037434368,2022-11-09 15:47:10+00:00,0,0,0,0,,,fairfieldco,"Lancaster, Ohio",1505,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Work is to start on a series of safe routes in a popular North Liverpool park as concerns continue about poor lighting

https://t.co/tE7BtlfVR8",2022-11-10 23:28:36.257182,1590041459880853505,2022-11-08 18:00:00+00:00,0,0,0,0,,,LivEchonews,"Liverpool, UK",525724,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Harmony-Charleston is a wonderful outpatient treatment service provider of mental health issues. Clinical Director is Dana Petroff. 
1 Kenton Drive Suite 200 in the North Gate Biz Park. Treating all ages. Insurance and Medicaid accepted. Call them. Let’s talk. 
304-460-5123 x3400 https://t.co/g9ksTxkuVx",2022-11-10 23:28:36.257233,1589978361144934400,2022-11-08 13:49:16+00:00,0,0,0,0,,,JimStrawn21,"Charleston, WV",2294,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
@jeff51103 @MikeMiss25 The race tweet…mandatory on the MM feed. Looking for that MM affirmation? Sad sack. White neighborhoods are racist? The dems knocking it out of the park for those poor souls in North Philly for how long now?? But there is always that “Hope and Change” BO jingle to hang on to.,2022-11-10 23:28:36.257269,1589833239044059138,2022-11-08 04:12:36+00:00,0,0,0,0,,,jrom881610,"Springfield, PA",9,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Despite a poor offensive showing Fairfield is still only down 6 points at the under 8 timeout. Game is still in reach but the Stags have to lock in defensive and stop beating themselves with turnovers.,2022-11-10 23:28:36.257301,1589810643133411328,2022-11-08 02:42:49+00:00,0,0,0,0,,,RedSeaRadio,"Fairfield, CT",232,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Some key stats:

- Only 5 turnovers but 30% with poor shot selection has been a turnover in itself

- Four of Wakes starters enter halftime with 2 fouls

- Fairfield has assists on 2 baskets, this NEEDS to improve if they want to stay in this game.",2022-11-10 23:28:36.257346,1589799544396869639,2022-11-08 01:58:43+00:00,2,1,3,2,"Winston-Salem, NC",24a53a1880093fa9,FfldFrank,"Fairfield, CT",740,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"@Cumbriapolice very nice of two police vans to drive past the poor young girl who’d broke down at Hollywood park roundabout tonight &amp; not help, I stopped &amp; help give the car a push so it wasn’t blocking the junction any more. Cars beeping at her &amp; no one helping",2022-11-10 23:28:36.257390,1589694048511889408,2022-11-07 18:59:30+00:00,0,0,0,0,,,MckechnieChris,barrow-in-furness,188,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Fairfield Residential Acquires Richmond Low-Income Multifamily Portfolio for $26M on November 7, 2022 at 2:51 pm Connect CRE – Robert Khodadadian https://t.co/5nbVRtaQTR",2022-11-10 23:28:36.257433,1589632675240972288,2022-11-07 14:55:38+00:00,0,0,0,0,,,RKhodadadian,"New York, NY",6147,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Harmony-Charleston is a wonderful outpatient treatment service provider of mental health issues. Clinical Director is Dana Petroff. 
1 Kenton Drive Suite 200 in the North Gate Biz Park. Treating all ages. Insurance &amp; Medicaid accepted. Call them. Let’s talk. 
304-460-5123 x3400 https://t.co/kPYfXwZB6G",2022-11-10 23:28:36.257489,1589593259244158976,2022-11-07 12:19:00+00:00,0,0,0,0,,,anointed_fm,"Florida, USA",13,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Now Playing on https://t.co/QYztmNYWDt Radio Poor Pilgrim by THE FAIRFIELD FOUR The Kingdom Station  #AnointedFMRadio #Anointed https://t.co/tZ2QaR4Dq3,2022-11-10 23:28:36.257528,1589396104457625600,2022-11-06 23:15:35+00:00,0,0,0,0,,,marxismnixonism,Hell,14,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Completely unsurprising that this came out of Fairfield County. Would have expected this in the wealthier towns in the southwest (Westport, Southport, Greenwich, etc.).And of course, everyone is forgetting about the working poor who now have to endure this. https://t.co/sM03Euljvz A town in Connecticut voted on and approved a resolution asking their local Starbucks workers to work faster because people didn't like waiting in the drive thru line. We live in an irredeemably stupid and selfish country. https://t.co/aclk3X47F0",2022-11-10 23:28:36.360264,1589358092180807680,2022-11-06 20:44:32+00:00,1,0,0,0,,,RockyNPS,"Estes Park, Colorado",75107,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Ancillary roads on west side of park are closed due to poor conditions including North Inlet and Bowen Baker.,2022-11-10 23:28:36.360393,1589043223426916352,2022-11-05 23:53:22+00:00,0,0,18,3,,,judyleesmith,"Bessemer, Alabama",224,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"@DireGreatness @TallPhilosopher @dan85895877 @SEIU Good thinking. We had better watch out. The poor are gaining in numbers rapidly because of the problems created by the many. Has anyone ever heard of my hometown? Have you ever heard of Fairfield, AL? What was the big problem there?",2022-11-10 23:28:36.360433,1588862092714864640,2022-11-05 11:53:37+00:00,0,0,0,0,,,DrFireWillHeath,,944,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"After a poor Fairfield punt gives Leeds possession at the Tiger 33, the Green Wave take 4 plays to cash in. Jeremiah Hunter scores on a 1-yard plunge. Leeds up 10-0 with 42 seconds left in the 1st quarter.",2022-11-10 23:28:36.360467,1588689108272295936,2022-11-05 00:26:14+00:00,0,0,1,0,,,Jerry_lay_II,United States,326,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"North Texas Camp &amp; Scrimmage 
CAMP INFO
🗓️(Saturday Evening) November 12, 2022
⌚️ 6:30pm - 9:45pm
🏟️ North Lakes Park
📍2001 W Windsor Dr
Denton, TX 76201

Camp Registration Link: https://t.co/zHLKjiYoqi https://t.co/6U4L1efEYY",2022-11-10 23:28:39.225243,1590860377277054976,2022-11-11 00:14:05+00:00,0,0,0,0,,,SCS_camps,United States,398,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"NORTH TEXAS CAMP &amp; SCRIMMAGE 
⭐️CAMP⭐️  ⭐️CAMP⭐️  ⭐️CAMP⭐️  ⭐️CAMP⭐️

🥎CAMP INFORMATION🥎
(Saturday Evening) November 12, 2022
North Lakes Park       
6:30pm - 9:45pm

North Lakes Park 
2001 W Windsor Dr
Denton, TX 76201

Camp Registration Link: https://t.co/y7skUm15tU https://t.co/f2niI8NLt8",2022-11-10 23:28:39.225318,1590793819314065408,2022-11-10 19:49:36+00:00,0,0,2,0,,,Kenneth52715963,"Fort Worth, TX",223,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"North Texas Camp &amp; Scrimmage

🗓️November 12-13
🏟️North Lakes Park/Denian Park
📍Denton, TX

Camp Registration Link: https://t.co/twAFseHVRF

COMPETE•GET SEEN•GET RECRUITED https://t.co/7HGNNvhVLC",2022-11-10 23:28:39.225332,1590689866840694784,2022-11-10 12:56:32+00:00,0,0,8,6,,,PrepRedzoneNext,,11684,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Welcome Class of 2027 Elam Rahman (@RahmanElam) of North Gwinnett Middle School to the @PrepRedzoneNEXT Camp on 1-28 @ Silverbacks Park. 

🔥🏈 #PRZNextSoutheast 🏈🔥

Register NOW! 👇  https://t.co/bcJIvf6KoF https://t.co/L8X0ZhSGVR",2022-11-10 23:28:39.225345,1590438268457426957,2022-11-09 20:16:46+00:00,0,0,0,0,,,Finchwood2,Australia,15,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Frank Carbone being very opiniated on @theprojecttv about the repatriated women &amp; kids from the Syrian refugee camp.  Says he's representing his city (as Fairfield mayor); sounds more like he's representing his own, NIMBY, views.  LOUDLY.  Avoided questions.",2022-11-10 23:28:39.225357,1590258651662815233,2022-11-09 08:23:02+00:00,0,0,0,0,,,ahmadu5_isah,"Kaduna, Nigeria",896,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"@iam_Cnote @jeffphilips1 Abi? 
More buses carrying your kind from the east have just off loaded  at  TV park. Doesn't look like they came to share out money to anyone. Nah poverty pursue Dem come north.",2022-11-10 23:28:39.225373,1589645577910112259,2022-11-07 15:46:54+00:00,1,0,0,0,"Kaduna, Nigeria",006c6743642cb09c,MarkUpStanford,,118,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"@JtxRei Sunrise over Canada. I’m at camp in Fort Fairfield, Maine. The stars were out early last night. https://t.co/ngfE0ULdSs",2022-11-10 23:28:39.225388,1589597604383711232,2022-11-07 12:36:16+00:00,1,0,1,0,,,tourkenyasafar2,Nairobi. Kenya,22,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
The Selenkay Conservancy lies some miles north of Amboseli National Park. Is an crucial dispersal place and rangeland for flora and fauna migrating out of Amboseli.https://t.co/HNDzDvT254 via @tourkenyasafaris.co.ke https://t.co/4Xhh5QSPZ9,2022-11-10 23:28:39.225400,1589507904193064960,2022-11-07 06:39:50+00:00,0,0,1,1,,,Pubsportsboss,,3850,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"North Texas Camp &amp; Scrimmage

🗓️November 12-13
🏟️North Lakes Park/Denian Park
📍Denton, TX

Tournament Registration Link: https://t.co/23yf3uBFT0

Camp Registration Link: https://t.co/twAFsepMDx

COMPETE•GET SEEN•GET RECRUITED https://t.co/luaLBycXaq",2022-11-10 23:28:39.225411,1589460606712569857,2022-11-07 03:31:54+00:00,0,0,6,1,,,CrokePark,"Dublin, Ireland",72808,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"PIAA girls' soccer matchups for Schuylkill League teams:
Class A --- 11-2 Pine Grove vs. 3-1 Camp Hill, Siebert Park, Camp Hill, 6 p.m.
Class 3A --- 11-1 Pottsville vs. 3-2 Greencastle-Antrim, at North Schuylkill, 6 p.m.
@PGA_Athletics @PGA_LADY_CARDS @PAHSathletics",2022-11-10 23:28:39.225423,1589350682531971074,2022-11-06 20:15:06+00:00,0,0,0,0,,,_mikepenis_,,370,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
Santa guides his sleigh back to GAA HQ this winter as the Croke Park Santa Experience returns 🎅 A team from the North Pole are setting up a training camp in Croke Park and they’d love you to visit Pre-booking online is essential to avoid disappointment https://t.co/E6RZIf6eNb https://t.co/sZeLlBzDwn,2022-11-10 23:28:39.225440,1589251263350378497,2022-11-06 13:40:02+00:00,0,0,4,2,,,BDC_Stats,,379,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
@fairfield_iowa @snowmanandlila what is your problem. people who are unhoused don’t deserve dignity and communication in your eyes?,2022-11-10 23:28:39.225453,1589055577149550593,2022-11-06 00:42:27+00:00,0,0,0,0,,,jsrmaypearl,"Red Oak, Texas",276,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"BDC Finals

Johnston City 28
ALAH 8

Sesser-Valier 0
Camp Point 24

Pana 68
Fairfield 50",2022-11-10 23:28:39.225466,1589039814590226432,2022-11-05 23:39:49+00:00,0,0,1,0,,,TrueCrimeJeanne,Raleigh area NC,1610,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Just posted a photo @ Richards Deer Camp @ Fairfield, Texas https://t.co/yoxglc1aes",2022-11-10 23:28:39.225477,1589015106377089027,2022-11-05 22:01:38+00:00,0,0,0,0,"Texas, USA",e0060cda70f5f341,LevineMuseum,"Charlotte, NC ",10019,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"We’re you a Girl Scout growing up? Did you go to Camp Flying G in Colorado, Camp Adahi in Menlo, Ga, or Camp Candlewood in New Fairfield, CT? 80s &amp; 90s…. Reply cuz we might know each other!",2022-11-10 23:28:39.225491,1588959282548342784,2022-11-05 18:19:49+00:00,0,0,0,0,,,Degen_in_pain,,243,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"#Charlotte if you're heading to the #DayoftheDead festival at Camp North End. We came up with a map to show you where you can park. Both are within short walking distance of the Ford building, where the festival will be located around. Look for the water tower! https://t.co/Cr9WzpbaYA",2022-11-10 23:28:39.225503,1588909010245357568,2022-11-05 15:00:03+00:00,0,0,0,0,,,cledwyn2,,3054,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"@TuckerCarlson Donald is leading this INSURRECTION it's just that the Mar a Lago grounds keeper won't let him leave right now due to the approaching storm created by ANGRY JOE.

So Tuck if you could get to the agreed trailer park North of Phoenix and get the violence rolling?",2022-11-10 23:28:42.250810,1590724684769038338,2022-11-10 15:14:53+00:00,0,0,0,0,,,Antidickportla1,,1,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR red cedar café OR the backpack project OR township of esquimalt OR victoria placemaking OR emergency housing OR peer housing support program OR temporary housing OR camper OR evict OR shelter OR violence) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Approved! Through the Dartmouth North Active Transportation Project, we'll be installing 2.2 kilometres of bicycle facilities in Dartmouth North, through Farrell Park, Farrell Street, Victoria Road and Highfield Park Drive. Read more about the project: https://t.co/LLqur7VUKa. https://t.co/R6iie2OQdN",2022-11-10 23:28:42.250869,1590431751775870976,2022-11-09 19:50:53+00:00,3,0,24,9,,,hfxgov,"Halifax, Nova Scotia",71519,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR red cedar café OR the backpack project OR township of esquimalt OR victoria placemaking OR emergency housing OR peer housing support program OR temporary housing OR camper OR evict OR shelter OR violence) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
"Those who live in the shelter of the Most High will find rest in the shadow of the Almighty.
 
Psalm 91:1
The North Cascades National Park https://t.co/8BdEVupklA",2022-11-10 23:28:42.250919,1589608695574380544,2022-11-07 13:20:21+00:00,0,0,0,0,,,bowerealtor,"Virginia Beach, VA",5,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR red cedar café OR the backpack project OR township of esquimalt OR victoria placemaking OR emergency housing OR peer housing support program OR temporary housing OR camper OR evict OR shelter OR violence) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
A home for the holidays at the City of Great Falls Animal Shelter - Fairfield Sun Times - https://t.co/oOI7mXqjhB,2022-11-10 23:28:42.250938,1589454763078328320,2022-11-07 03:08:40+00:00,0,0,0,0,,,debruning,"Victoria, BC",6226,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR red cedar café OR the backpack project OR township of esquimalt OR victoria placemaking OR emergency housing OR peer housing support program OR temporary housing OR camper OR evict OR shelter OR violence) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout
