,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
0,"24 Hours Left -  Manager of GIS Data - City of Colwood (Colwood, BC) https://t.co/t42Q73VSQQ",2022-07-19 05:35:21.055557,1548937500017602560,2022-07-18 07:47:32+00:00,0,0,0,0,,,CivicJobs,4009,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.4050476849079132
0,"24 Hours Left -  Manager of GIS Data - City of Colwood (Colwood, BC) https://t.co/t42Q73VSQQ",2022-07-19 05:35:21.055557,1548937500017602560,2022-07-18 07:47:32+00:00,0,0,0,0,,,CivicJobs,4009,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.4050476849079132
0,"Poor Sidney! #JaneAusten would have wanted #SidlotteForever ! #MakeJaneProud @masterpiecepbs ! #MarriedSidlotte  #SaveSidneyParker #TrueSanditon #JASanditon #LastAustenHero #NoComparison #MrAndMrsParker #SidlotteUnited https://t.co/zprwexnWXv 🎶🎵The days are so sad. . .🎶🎵Nobody Knows It But Me: A #SidlotteForever thread (Inspired by the lyrics to The Tony Rich Project's 1995 single ""Nobody Knows"") #JASanditon #SaveSidneyParker #LastAustenHero #TrueSanditon https://t.co/85DbBwv7OT",2022-07-19 05:35:23.449082,1549181612000149509,2022-07-18 23:57:33+00:00,0,0,0,0,,,jenvan16,216,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.411416620016098
1,@wsferries @wsdot @moniqzwart Don't forget about @BCFerries Canadian domestic service between Tsawwassen (south of Vancouver city) and Swartz Bay (north of Sidney and Victoria) as well.,2022-07-19 05:35:23.449130,1549052576263311361,2022-07-18 15:24:48+00:00,0,0,1,0,,,ryandtw,339,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.3816891312599182
2,@AssusReamus Sidney what about the farewell drugs,2022-07-19 05:35:23.449139,1548878656604459009,2022-07-18 03:53:43+00:00,0,0,0,0,,,AmyCook1221,1469,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.40990254282951355
3,@PumpkinWitch6 @BeyondTheMask8 @ScreamMovies I wouldn't stop laughing if she returned as a ghost! Oh the tournaments poor Sidney and Gale's skinny ass would have to put up with. 😭,2022-07-19 05:35:23.449148,1548812085500563456,2022-07-17 23:29:11+00:00,0,0,0,0,,,PurifyingFlame_,3005,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.4006280303001404
4,@Hey_Sidney Too much man forcing the poor lassie away,2022-07-19 05:35:23.449155,1548774740441047040,2022-07-17 21:00:47+00:00,1,0,7,0,,,bazzabannan25,111199,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.34660011529922485
0,RT @VicBuilders: New housing down 9% in Greater Victoria vs last year; missing middle housing still mostly missing; Nova Scotia taking action on housing supply crisis with home prices half of BC's https://t.co/3gScvGxXxm #saanich #oakbay #victoriabc #sooke #sidney #csaan #esqui…,2022-07-19 05:35:24.707634,1549123091619512321,2022-07-18 20:05:01+00:00,0,0,0,0,,,DominiqueBandet,82,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.3754298985004425
1,New housing down 9% in Greater Victoria vs last year;   missing middle housing still mostly missing; Nova Scotia taking action on housing supply crisis with home prices half of BC's https://t.co/kdKoQw2CI3 #saanich #oakbay #victoriabc #sooke #sidney #csaan #esquimalt #yyj #bcpoli,2022-07-19 05:35:24.707661,1549118231482208256,2022-07-18 19:45:42+00:00,0,0,0,0,,,VicBuilders,5102,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.36598828434944153
2,"RT @VicBuilders: ""well on its way to green-lighting far more housing in Halifax alone over two years than communities provincewide have in five."" https://t.co/NYYqWGgkS0 #Saanich #OakBay #Langford #CSaan #ViewRoyal #Colwood #Sooke #NSaan #Esquimalt #Met… https://t.co/p2Cth8hNjm",2022-07-19 05:35:24.707668,1549091674315522048,2022-07-18 18:00:10+00:00,0,0,0,0,,,Akinwole_Fenwa,764,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.36727240681648254
