,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood
0,"8/ And finally, right, I don’t live in Royal Bay, in Colwood Corner or on Triangle Mountain. But buddy, I have a vested interest. I walk all corners of our city. I hear opinions from every nook and cranny. We are elected to represent all areas not just our own hood.",2022-08-02 22:35:20.787644,1554186344120799232,2022-08-01 19:24:34+00:00,2.0,0.0,11.0,2.0,,,GordieLogan,1182,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
1,U should b 1930s maxxing. U should b reading the Group. U should b watching Sidney Lumet the Group. U should b fitted for your diaphragm to sleep w mid alcoholic painter bpd dad experimented on by Dr husband campaign for FDR then defenestrated til icy Candace Bergen pulls up,2022-08-02 22:35:23.637602,1553791849655066624,2022-07-31 17:16:59+00:00,1.0,0.0,1.0,0.0,,,simoneweilcore,123,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
2,"#TBT to July 1938 at Henry J. Kaiser’s Grand Coulee Dam worksite in Washington state. Founding physician Dr. Sidney Garfield started an affordable prepaid family health plan for workers, which prevented reoccurring injuries. 🔗https://t.co/KyaMzqbEpQ. https://t.co/yUpPjQk1Bp",2022-08-02 22:35:23.637602,1552700959507324929,2022-07-28 17:02:11+00:00,0.0,1.0,7.0,2.0,,,kphistory,1420,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
3,"💦There will be a misting tent at Ocean View Park on Mary Anne Crescent from 2 to 5 pm today! Come play in the park and cool off!

Learn about Ocean View Park:
https://t.co/TLW8qeXaGI
Find more Extreme Heat Resources: https://t.co/Gv6zW1vPs5

Stay Cool Colwood! https://t.co/PnvSYvaXsm",2022-08-02 22:35:23.637602,1552385162603667456,2022-07-27 20:07:19+00:00,0.0,0.0,8.0,4.0,,,cityofcolwood,3407,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
4,"Soooo S2 is sort of like this poor Elmo…crap clap Sidney no Sidney - they will never know the difference as long as we give them HoTTiEs 
Yeah it should’ve been #SidlotteForever &amp; Crapinton is what we got https://t.co/O6z3d3vUmi",2022-08-02 22:35:26.582467,1554144117717860352,2022-08-01 16:36:46+00:00,5.0,0.0,14.0,9.0,,,Mimithe20536023,225,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
5,"@RuralRidesOnly @nytimes He just skinfolk. 

Just like broke white Americans are skinfolk to the rich that exploit them too. 

We diverge by race, but not by class. But when have the rich covered poor people’s ass?

https://t.co/9G5mPLOcKD",2022-08-02 22:35:26.582467,1554088579541999617,2022-08-01 12:56:05+00:00,0.0,0.0,0.0,0.0,"Alsip, IL",9fdc3d1edf51a0a0,SD3rd,164,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
6,"1x07
—Okay… Jean/Diane is down reaaaally BAD 😳 The poor woman daydreams about kissing Sidney and everything..! Damn.. this fantasy scene was.. 🌹 #gypsy #gypsynetflix https://t.co/lxITOT3ISl",2022-08-02 22:35:26.582467,1553892811120033795,2022-07-31 23:58:10+00:00,1.0,0.0,0.0,0.0,,,onelazybisexual,253,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
7,"@JoJoFromJerz @jonstewart I thought the same immediately!  First the batshit crazy cat lady Sidney Powell, not this asshat.  Poor Diet DP!",2022-08-02 22:35:26.582467,1553868294532337666,2022-07-31 22:20:45+00:00,0.0,0.0,0.0,0.0,,,BrentCubfan,673,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
8,"@OldPir8 @Desertrat_61 @rebekahkfreitas @BrigittePowel15 @laurenboebert If there was, his team would have argued that in court. 60 cases. The only one who DID was Sidney Powell, and she did just a piss poor job presenting her argument that the judge ordered her to retake law classes. You can read that transcript too. All this info is really available",2022-08-02 22:35:26.582467,1553411792465846272,2022-07-30 16:06:46+00:00,2.0,0.0,1.0,0.0,,,jess562,60,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
9,"City Renames Trutch Street to Su'it Street, Lekwungen translation for “Truth” - City of Victoria https://t.co/FSQe3yHh2z",2022-08-02 22:35:26.582467,1553279630630473729,2022-07-30 07:21:37+00:00,0.0,0.0,0.0,0.0,,,lorenapike,477,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
10,@carolinetudor5 Poor Sidney! Scruff sorries hims skin beings mean!,2022-08-02 22:35:26.582467,1553180939563307009,2022-07-30 00:49:27+00:00,1.0,0.0,1.0,0.0,,,scruffkit,22420,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
11,"In the meantime, the rest of you should shelter in place while security does their job and Joan and I look over Sidney's file to figure out how best to subdue him.",2022-08-02 22:35:26.582467,1552911418885677057,2022-07-29 06:58:28+00:00,0.0,0.0,0.0,0.0,,,agentgreenbot,5,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
12,sidney must be poor cause i could never let someone make a movie off my tragedies.,2022-08-02 22:35:26.582467,1552472572981288961,2022-07-28 01:54:39+00:00,1.0,0.0,0.0,0.0,,,magdaIenism,297,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
13,Sidney Sheldon wrote the best thrillers and crime-based books idc https://t.co/RzUf58N95a ur unpopular opinion abt a book / a character / an author / a ship?,2022-08-02 22:35:29.792378,1554242594909061121,2022-08-01 23:08:05+00:00,0.0,0.0,0.0,0.0,,,Toria_daLazy,1011,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
14,"@DentLizzy Podcast: Dr Death (if you like true crime and grizzle)

Audiobook: Hollywood Park by Mikel Jollett (if you enjoy true life cult stuff)

Granted, both niche, but both hookworthy",2022-08-02 22:35:29.792378,1554206189914832896,2022-08-01 20:43:26+00:00,1.0,0.0,0.0,0.0,,,C_T_S,23170,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
15,"@mattgaetz Crime family you say. Good to see you’re keeping up with current events. May need (another) legal team. I hear Rudy and Sidney will work for food. Get ready for the rug to be pulled out. Cut a deal, feds look after early cooperators 😂😂😂📞📞📞 https://t.co/ywewH7Yd22",2022-08-02 22:35:29.792378,1554100505861046278,2022-08-01 13:43:29+00:00,0.0,0.0,0.0,0.0,,,digzkatz,6,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
16,How much is housing in Canada? I am ready to put aside my hatred of Sidney Crosby to move there. https://t.co/sAQCB7vUm6 Canada's Supreme Court has ruled that people who don't wear condoms during sex despite requests from their sexual partners to do so can be convicted of sexual assault.,2022-08-02 22:35:29.879996,1553813919680045058,2022-07-31 18:44:41+00:00,0.0,0.0,0.0,0.0,,,JFLANland,230,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
17,2 days away! Don't miss the 1975 American biographical crime drama film directed by Sidney Lumet and produced by Martin Bregman and Martin Elfand. It's - DOG DAY AFTERNOON. Monday August 1st at 8PM. Tix: https://t.co/bs9NjPoLFA. https://t.co/nNV0uSwGGi,2022-08-02 22:35:29.879996,1553410403375390721,2022-07-30 16:01:15+00:00,0.0,0.0,2.0,1.0,,,paradiseonbloor,1929,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
18,"The photos fascinate me in the same way this painting does. It's a 1920 painting by Russell Sidney Reeve, called 'Hendon Housing Estate'. I use information profile banner, and was originally  made aware of it 2 years ago when @MHHistSoc posted it up. https://t.co/HknaloEEXD",2022-08-02 22:35:29.879996,1553268203769454592,2022-07-30 06:36:12+00:00,2.0,0.0,8.0,4.0,,,time_nw,4205,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
19,"A man was shot and wounded Friday over a $1,000 marijuana deal in Azalea-Hollywood Park, but was able to flee under his own power and call police. https://t.co/Mhl0J8ZNJb",2022-08-02 22:35:29.879996,1553229054874091520,2022-07-30 04:00:38+00:00,0.0,0.0,0.0,0.0,,,TimesofSanDiego,5067,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
20,"@GunnyJ @jdemoor Sidney, Nat King and Harry were the accepted outliers because denying the world of such obvious talent would have been a crime against humanity.",2022-08-02 22:35:29.879996,1553013606467284992,2022-07-29 13:44:32+00:00,2.0,0.0,3.0,0.0,,,AndMaroudas,103,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
21,"@BuxMontNews You'd have to say the same thing about FoxNews and dozens of individual anchors/radioheads.  The real crime was perpetrated by Sidney Powell et al, all these news peeps were just exhibiting wishful thinking.",2022-08-02 22:35:29.879996,1552685642370400256,2022-07-28 16:01:19+00:00,1.0,0.0,0.0,0.0,,,JoshuaSheaHogan,96,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
22,"Police say a group of six friends ordered a Lyft ride to Bethany Beach early Sunday, but the driver stopped and demanded that all six passengers get out after a dispute arose. Sidney Wolf was hit by a car. https://t.co/513S9Z7a9Q",2022-08-02 22:35:29.879996,1552463620956733445,2022-07-28 01:19:05+00:00,0.0,0.0,0.0,0.0,,,PatriotNews,62578,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
23,"Don't miss Violence in America: A Policy Town Hall from 4:00-5:00pm in the Sidney Marcus Auditorium on Monday, August 1. @rmitch_jr @gregoryjackson @BennieGThompson #NMA2022ATL #GunViolence #Policy #TownHall https://t.co/LS5nHXxh2s",2022-08-02 22:35:32.746740,1554165366158409731,2022-08-01 18:01:12+00:00,0.0,0.0,2.0,1.0,,,NationalMedAssn,11613,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
24,"Don't miss Violence in America: A Policy Town Hall happening Monday, August 1 from 4:00-5:00pm in the Sidney Marcus Auditorium. @rmitch_jr @gregoryjackson @BennieGThompson #NMA2022ATL #GunViolence #Policy #TownHall https://t.co/B799tI2ae9",2022-08-02 22:35:32.746740,1553833055898460161,2022-07-31 20:00:44+00:00,0.0,2.0,38.0,16.0,,,MutandwaElias,267,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
25,"Join the NMA in the Sidney Marcus Auditorium, throughout the week, for signature events, such as the Edward C. Mazique Symposium, Edith Irby Jones, MD Plenary Session, 2022 W. Montague Cobb Lecture, Floyd J. Malveaux, MD Symposium &amp; Town Hall on Violence in America. #NMA2022ATL https://t.co/7NP7EnnbK6",2022-08-02 22:35:32.839738,1553395075626975234,2022-07-30 15:00:21+00:00,0.0,0.0,4.0,3.0,,,TemporalWisdom,93,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
26,"@CBSLA This was the plan for the upcoming Olympics in 2028, including cleaning up parts of la like Echo Park, Venice, Hollywood, etc, with sb1338, they can take away the mental ill for “help”, LA rebuilding means full gentrification starting with the homeless",2022-08-02 22:35:35.702002,1554609181662912512,2022-08-02 23:24:46+00:00,1.0,0.0,3.0,0.0,,,Alpha_TBC,41,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
27,"My new to me favourites of July -
Harvey
The Hill
Limelight
The Pawnbroker 
Running on Empty 
To Catch a Thief 
The Verdict 

4 Sidney Lumet films.. easily one of the greatest film makers ever https://t.co/C49N6EEDtI",2022-08-02 22:35:35.702002,1554401303845306370,2022-08-02 09:38:44+00:00,0.0,0.0,1.0,0.0,,,SeniorFilm,1,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
28,#ShowUsYourSims #IfYouCanFindThem Where is Sidney Price's boyfriend??? He's not in the #Copperdale families or homeless families. @EA Why do you hate Gay Men so much? https://t.co/eMmcSyTn1r,2022-08-02 22:35:35.702002,1552901174042533890,2022-07-29 06:17:46+00:00,0.0,0.0,1.0,0.0,,,BlueNerd78,162,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
29,"@RickCarusoLA The homeless here from out of state should be sent home.  Any “free housing” solutions need to be set up in places like Malibu Colony, Beverly Hills, Encino, Bel Air, Hancock Park/Larchmont, Beachwood Canyon, Lake Hollywood as well as the usual places",2022-08-02 22:35:35.702002,1552738773204512768,2022-07-28 19:32:26+00:00,0.0,0.0,0.0,0.0,,,SocalUber,21,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
30,"@robertjwolfmd i think Sidney Sheldon's novels, I used to hide and read because we were not allowed to read novels...and those belonged to my sister but i was so addicted that i ended up reading all 18 books by Sheldon 😂",2022-08-02 22:35:35.702002,1552489982224474114,2022-07-28 03:03:50+00:00,0.0,0.0,2.0,0.0,,,writes_fakhra,798,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
31,"@caslernoel Comment about homeless people from LAX to Hollywood.  In Overland Park, Kansas I am seeing people -some with kids begging for money in 100 degree weather- on many corners now.",2022-08-02 22:35:35.702002,1552456257348554752,2022-07-28 00:49:49+00:00,0.0,0.0,2.0,1.0,,,scottplumerias,2688,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
32,"@UGlawyer Where is Uganda @PoliceUg. Floods in Kentucky and Sidney, their police is on the frontline. In Uganda, police is only involved in vote rigging 🤗",2022-08-02 22:35:38.638849,1554237463169798152,2022-08-01 22:47:42+00:00,0.0,0.0,1.0,0.0,,,Firimbi2,43,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
33,"@Alan_Beard1 @PlagueDR1619 @lessoncopy @whycherrywhy @VaperNt @ASBOTeacher @AlexWodak @ChaunceyGardner @GregTHR @GrimmGreen @LivePippas @vaper_the @imaracingmom @WhatTheADHD Sidney is in the US Alan, so depending on time zone, may not be active right now. We might have to wait, I’m hoping she can help, if only to point us in the right direction.",2022-08-02 22:35:38.638849,1554095862296580097,2022-08-01 13:25:01+00:00,2.0,0.0,3.0,0.0,,,PruenRichard,1361,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
34,"@ThatEricAlper At one point in time, Sidney Crosby, Vincent Lecavalier, Brad Richards and Alexis Lafrenière played hockey here.",2022-08-02 22:35:38.638849,1553941195986026502,2022-08-01 03:10:26+00:00,0.0,0.0,1.0,0.0,,,denis_babin,1903,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
35,Sidney Crosby just caught Alexander Ovechkin doing drugs with Tyson Barrie. He joined in.,2022-08-02 22:35:38.638849,1553367568181710848,2022-07-30 13:11:03+00:00,0.0,0.0,0.0,0.0,,,nhlshitpost,2438,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
