text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
"@Covid_Stinks Why would someone who lives in Saanich ever support homeless encampments be situated nearer to them?Or were you suggesting they be shuttled over 𝘔𝘢𝘳𝘵𝘩𝘢 𝘝𝘪𝘯𝘦𝘺𝘢𝘳𝘥 style?https://t.co/6RpUec59CU Never gonna happenThose sanctimonious YIMBY-NIMBYs near Mt Tolmie will say they have sensitive papers on their park benches or make some other virtuous excuseGotta go further out(If they're not gonna build more student housing, then @uvic should allow tents)#yyjpoli#yyj https://t.co/Mx8LAckGhB",2022-12-28 20:21:12.987972,1607573239118860288,2022-12-27 03:05:02+00:00,1,0,1,0,,,KittySurprise1,yyj 3 generations deep,210,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"""A Central Saanich farm that aims to rehabilitate homeless residents""Problematic word: RehabilitateThere's no profit in rehabilitationPoverty pimps don't wanna lose their customersIt's all about job securityGotta keep the addicts addicted#yyjpoli#yyj https://t.co/tPLfGh3CVk @KittySurprise1 Woodwynn Farm was a success, but neighbours were not happy &amp; the charity could not get rezoning.https://t.co/A5A7l3Z3xQ",2022-12-28 20:21:13.108393,1607563304163213312,2022-12-27 02:25:33+00:00,1,0,6,2,,,MINjobsBC,Canada,183,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
#JobSearch:  @saanich Survey Technician - https://t.co/U6gsVLkG07 #Municipal #BC,2022-12-28 20:21:13.108537,1607544302736969728,2022-12-27 01:10:03+00:00,0,0,0,0,,,cfax1070,Victoria BC Canada,26918,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
#JobSearch:  @saanich Planning Clerk - https://t.co/d7oQeyqqae #Municipal #BC,2022-12-28 20:21:13.108580,1607121516960911360,2022-12-25 21:10:03+00:00,0,0,0,0,,,alferraby,"Victoria,B.C.",4782,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Many thanks to those at CFB Esquimalt who are keeping us safe, and those who are caring for the homeless, working in retail, at restaurants and hotels and those working in media plus many others who are working Christmas Day.( 3 of 3)",2022-12-28 20:21:13.108625,1607033683084730368,2022-12-25 15:21:01+00:00,0,0,55,6,,,TRCF2015,Dingwall,2219,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Many thanks to those at CFB Esquimalt who are keeping us safe, and those who are caring for the homeless, working in retail, at restaurants and hotels and those working in media plus many others who are working Christmas Day.",2022-12-28 20:21:13.108663,1607032407143886849,2022-12-25 15:15:57+00:00,2,0,21,3,,,HatedByBCgovt,Hell ,41,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"❄️𝐅𝐄𝐒𝐓𝐈𝐕𝐄 𝐅𝐑𝐈𝐄𝐍𝐃𝐒❄️

We wrapped up our Festive Friends Campaign for 2022 with the delivery of hampers across the Highlands &amp; Islands in partnership with Highland Homeless Trust, Ross-shire Womens Aid &amp; Easter Ross Mental Health. 

Thanks to funding from @SPFLTrust https://t.co/HRxTvKPjkl",2022-12-28 20:21:13.108696,1606289496860856320,2022-12-23 14:03:54+00:00,0,0,14,2,,,ME89170775,,1,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
@fireladdyguy @otohp @bcliberals MY @saanich IN TRUST PROPERTY STOLENby #CIBC @BCSupremeCourt @LawSocietyofBC @Dave_Eby @SaanichPolice WITCHES toFACILITATE #MoneyLaunderinghttps://t.co/3E8kPJJidk INHERITANCE EMBEZZLED BY @bcndp leaving me #Homeless @cancourtsallca @CANCourtWatch @BCProsecution @MurrayRankinNDP https://t.co/q6vRyyxVbG #MeToo #HateCrime #Genocide @saanich WIDOW HAS🏡STOLEN by #CIBC @SaanichPolice @Dave_Eby @BCSupremeCourt @LawSocietyofBC @BCSheriffs “PUBLIC☠️SERVANTS” https://t.co/qaCcGTgYbwREAD https://t.co/S6736avZcAhttps://t.co/LIdSVAsZ2m@JCCFCanada @fumano @WAGE_FEGC @FeministaCanada https://t.co/5DvyFFDQHr,2022-12-28 20:21:13.397621,1606222599260098561,2022-12-23 09:38:04+00:00,0,0,0,0,,,ottawaspends,"Ottawa, Ontario, Canada",4190,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"@saanich @saanich if you can't collect garbage because of the snow, complain to the district about streets not cleared -ah, well.....",2022-12-28 20:21:13.397748,1606057260978880512,2022-12-22 22:41:04+00:00,0,0,1,0,,,Tashadile,,212,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"The Regent of Jayawijaya Regency, Jhon Richard Banua, Highlands Papua Province attended the Christmas Celebration and Ordination of the People at the Gospel Tent Church or Kingmi in Papua, the Hitigima Class office.
#KKBPapuaSangatKejam https://t.co/hGhMGEAUpk",2022-12-28 20:23:55.892180,1607695719582031872,2022-12-27 11:11:43+00:00,0,0,0,0,,,amalhasanah1,,0,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Much of Victoria, Saanich &amp; @crd_bc #cycling lanes &amp; sidewalks are still unsafe‼️ #BCSnow #BCStorm ❄️Next to @saanich hall, disabled @BC_Housing tenants are isolated. #CabinFever #FoodSecurity #bcpoli #MentalHealth #Disability #accessibility #yyj 📹 video soon come 📹 https://t.co/7gwPa5GG55 Victoria ain't the only #yyjpoli disrespecting the #disabled &amp; #cycling ...both awarded lower priority than people &amp; planet killing motorist's cars.@saanich ""not equipped to clear snow from any of the protected bike lanes"" 🤔""Cyclists are to use caution"" 🤔...and the ♿️ use? https://t.co/QKOSEjN6AI https://t.co/8rPn94NNld",2022-12-28 20:23:56.012423,1607623792838479872,2022-12-27 06:25:55+00:00,0,0,1,1,"Saanich, British Columbia",52bc3157f597168a,photowarrior,"Victoria, BC",644,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Strata condominiums in #Saanich are eligible for EV charging incentives!

Saanich offers financial incentives on top of what the Province provides to help buildings become EV Ready.

Hear from residents who have benefitted in the 📽️ 👇

#yyj #Victoria #Saanich #EV https://t.co/DwYtSgLfcD",2022-12-28 20:23:56.012529,1607481447694082053,2022-12-26 21:00:17+00:00,1,0,1,0,,,saanich,"Saanich, British Columbia",7008,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Seeking help to drive a packaged dry tent from Mayfair Mall area to Vic West Park/Save on Foods please #yyj  236 638-5058,2022-12-28 20:23:56.012614,1606115396746346496,2022-12-23 02:32:05+00:00,1,0,1,0,,,SeeSpringVic,"Victoria, British Columbia",618,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Drove all over the city today and out past Colwood. It appears there has been minimal snow clearing of arterials by all munis but especially Victoria and Saanich. What I also see is the unintended consequences of lane reductions 1/2 @CityOfVictoria @saanich,2022-12-28 20:23:56.012649,1606090062340423682,2022-12-23 00:51:25+00:00,3,0,7,0,,,GordonRjag,"British Columbia, Canada",268,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Inauguration of the new building for the Class Office of the Indonesian Gospel Tent (Kingmi) in Tangma District, Yahukimo Regency, Papua Highlands Province👍
#WestPapuan
https://t.co/hrUzxDA58Q",2022-12-28 20:23:56.012678,1605876846297460737,2022-12-22 10:44:10+00:00,13,0,5,0,,,bn_1c,,396,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Chihuahua state police officers, after being shot at by a heavily armed group, killed two men in the Tarahumara highlands and seized three long guns and two vehicles with a theft report.",2022-12-28 20:23:58.786095,1608237129326526464,2022-12-28 23:03:05+00:00,1,0,3,0,,,gchahal,"Hong Kong | Bay Area, USA",516304,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aceh OR our place society OR umbrella society OR greater yyj politics OR the victoria real estate board OR destination greater victoria visitor center OR rotary club of victoria OR victoria sexual assault centre OR cool aid OR reaching home OR #povertypimps OR addict/addicted OR theft) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Good morning from Sitkum Terrace! Sitkum provides 75 affordable rental homes for seniors in the Vic West neighborhood of Victoria. https://t.co/wj7fkAyC6P,2022-12-28 20:24:01.621110,1608131516353093633,2022-12-28 16:03:25+00:00,0,0,1,0,,,DominiqueBandet,,92,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Good morning from Sitkum Terrace! Sitkum provides 75 affordable rental homes for seniors in the Vic West neighborhood of Victoria. https://t.co/O9GlhywqnS,2022-12-28 20:24:01.621205,1608130786674237441,2022-12-28 16:00:31+00:00,0,0,5,0,,,yyj_housing,"Victoria, British Columbia",1132,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Saanich is not immune to these hardships. Many of our residents struggle to find affordable/secure housing, have to choose between necessities like food and prescriptions, are facing mental health issues, or otherwise struggling for access to the quality of life that many enjoy.",2022-12-28 20:24:01.621229,1607125045322846208,2022-12-25 21:24:04+00:00,1,0,2,0,,,zacdevries,"Saanich, British Columbia",1763,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
❄️ Wishing you a very happy holiday season from the WorkBC Centre Westshore and Sooke team ❄️ https://t.co/huunzQWR34,2022-12-28 20:24:01.621248,1606711423610011648,2022-12-24 18:00:29+00:00,0,0,1,0,,,WorkBCWestshore,"Victoria, British Columbia",188,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
