text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood
"“The City of North Vancouver and the Okanagan-Similkameen Regional District have implemented measures to delegate certain development decisions to staff,

… Kelowna, Surrey, Kamloops and Colwood proceeding or considering proceeding without public hearings in certain situations.” https://t.co/SvqZdfvc3b",2022-07-12 09:55:40.834410,1545817114644123648,2022-07-09 17:08:14+00:00,1,0,10,1,,,,,KishoneRoy,1923,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"24 Hours Left -  Building Official I - City of Colwood (Colwood, BC) https://t.co/NUSBn1Grbu",2022-07-12 09:55:40.834410,1545667198085083136,2022-07-09 07:12:31+00:00,0,0,0,0,,,,,CivicJobs,4009,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"24 Hours Left -  Labourer I Parks - City of Colwood (Colwood, BC) https://t.co/WtMYKiSi5y",2022-07-12 09:55:40.834410,1545340675113177088,2022-07-08 09:35:02+00:00,0,0,0,0,,,,,revdal,4024,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Nine years since landing in Lekwungen lands. Grateful for all that has been, glad to be celebrating with @Sabina4SGI, prosecco, Vaneeta the VW camper, and a trip away for a few days. https://t.co/ICHsW22Zop",2022-07-12 09:55:40.834410,1544913208674172928,2022-07-07 05:16:26+00:00,0,0,15,0,"Lake Cowichan, British Columbia",0ac34e87a0e95f51,"[-124.113088, 48.8091497, -124.004974, 48.84175]",,DominiqueBandet,81,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Excited to host @MitziDeanBC for a tour of 330 Goldstream providing 102 affordable rental homes in the City of Colwood. Thank you for your past contributions is making these homes a reality.  The building has a low carbon footprint &amp; close to parks, amen… https://t.co/amwH0AuN1B",2022-07-12 09:55:40.834410,1544753374939058176,2022-07-06 18:41:19+00:00,0,0,0,0,,,,,yyj_housing,1111,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
#99cents Sidney's father is found dead floating in a large vat of beer accompanied by two pole dancers &amp; their three performing sheep and Sidney is abducted by  thieving alcoholic aliens. TOXIC BEER by @SimonbullockA Win a $20 Amazon GC  @Texas_Storm84  https://t.co/tfocnv1wge https://t.co/vHD2VUnXDM,2022-07-12 09:55:42.241411,1546869499630059522,2022-07-12 14:50:02+00:00,0,0,0,1,,,,,GoddessFish,11335,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
#99cents Sidney's father is found dead floating in a large vat of beer accompanied by two pole dancers &amp; their three performing sheep and Sidney is abducted by  thieving alcoholic aliens. TOXIC BEER by @SimonbullockA Win a $20 Amazon GC. @Texas_Storm84  https://t.co/tfocnv1wge https://t.co/OdqsQSL97H,2022-07-12 09:55:42.241411,1546822796273229825,2022-07-12 11:44:27+00:00,0,0,0,1,,,,,PlantBasedClean,86,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
"Are you looking for professional carpet cleaning in Sidney, BC by a detail-obsessed owner-operator who cares? Then you will love what we do! Carpet Cleaning in Sidney, BC by Carpet &amp; Rug Institute Approved Service Provider. Your carpet will be left fa...
https://t.co/SKoFZHLy2Z",2022-07-12 09:55:42.241411,1546728659595059201,2022-07-12 05:30:23+00:00,0,0,0,0,,,,,AdalynnHelp,32853,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
#99cents Sidney's father is found dead floating in a large vat of beer accompanied by two pole dancers &amp; their three performing sheep. Then he's abducted by a group of thieving alcoholic aliens. TOXIC BEER by @SimonbullockA #Win a $20 Amazon/BN GC.  https://t.co/p0NGHj6iV5 https://t.co/vgdgOcmHKX,2022-07-12 09:55:42.241411,1546690887744356353,2022-07-12 03:00:18+00:00,0,0,0,0,,,,,ToGoodLiving,950,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
#99cents Sidney's father is found dead floating in a large vat of beer accompanied by two pole dancers &amp; their three performing sheep. Then he's abducted by a group of thieving alcoholic aliens. TOXIC BEER by @SimonbullockA #Win a $20 Amazon/BN GC  https://t.co/p0NGHj6iV5 https://t.co/fHjP7S0W2S,2022-07-12 09:55:42.241411,1546630565423620096,2022-07-11 23:00:36+00:00,0,0,0,0,,,,,KatoYmcmbgomez,589,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
