,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
0,"@ABDanielleSmith @DonBraid The highlands riding in Edmonton has the most crime in Alberta. It is the second poorest area and it has high density housing. It is ethnically diverse, yet it has low voter turnout.  UCP needs a strong candidate her to usurp the woke activist Irwin.",2023-02-16 03:22:52.992121,1625941214993453060,2023-02-15 19:32:48+00:00,0.0,0.0,0.0,0.0,,,Itisabadword,39,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,neutral,0.413861304521561
1,"Coldest Night of the Year: thousands of Canadians step outside the warmth + comfort of home to shine a light of welcome + compassion in their communities. 

In #Sooke, meet @ Evergreen Centre Sa, Feb 25; walk in support of #Sooke Shelter Society.

ℹ️ https://t.co/CyeIFJI9du https://t.co/sWxMYGGK0d",2023-02-16 03:22:56.076617,1625972216579133440,2023-02-15 21:36:00+00:00,0.0,0.0,0.0,0.0,,,The_Popcornator,17,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,positive,0.380859464406967
2,"@LifeonWheels95 Yep, I think this a lot, how would I even get out of here? Nowhere offers visas to disabled people, and I can’t just flee without medication, What about wheelchairs, would it be “theft” if I fled with mine?

This is why we need a remote trans commune somewhere in the highlands",2023-02-16 03:23:15.302321,1625868087911227393,2023-02-15 14:42:13+00:00,1.0,0.0,9.0,0.0,,,TrulyWheelyMe,1600,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (greater victoria housing society OR victoria s.o.s. OR fernwood community association OR the existence project OR boys ""and"" girls club south vanouver island OR red cedar café OR victoria placemaking OR anawim OR community plan to end homelessness OR homelessness services association of bc OR substance use OR theft) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,neutral,0.402998000383377
3,@rwrandall I sat on FGCA's CALUC and we had at least one project along Fort that I remember. Bonkers that is considered Fairfield. And Turner deserves a lot of stick for getting us into our housing crisis,2023-02-16 03:23:31.507905,1625941105996107778,2023-02-15 19:32:22+00:00,0.0,0.0,2.0,0.0,,,Burgundavia,2457,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park,neutral,0.362404018640518
4,"@ChuckModi1 It's absurd to think because you're homeless you get to squat in a central downtown park 2 blocks from the White House.

Fuck em.  They were told the clean up crew was coming months ago. 

Homeless doesn't mean you get to convert the park into your campground.",2023-02-16 03:25:50.089289,1626000959187853312,2023-02-15 23:30:12+00:00,0.0,0.0,5.0,0.0,,,20thgrader,6794,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal,neutral,0.416493833065033
5,@CityOfVictoria  former houseless encampment needing attention. Located waterside of Galloping Goose near FolEpi and Dockside Green. Butane/propane canisters and debris.,2023-02-16 03:25:58.335608,1625972983855742976,2023-02-15 21:39:03+00:00,1.0,0.0,0.0,0.0,,,dougdarw,86,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal,neutral,0.410064995288849
6,Sleeping under tarps is too dangerous for the city government employees so if you’re unhoused you just have to sleep out in the rain unless it’s a severe weather event I am Rene Gonzales https://t.co/0pkrdDeNP9 Extra pic for alt text cont. https://t.co/EDY5npdhrV,2023-02-16 03:26:48.008025,1625707351729926144,2023-02-15 04:03:31+00:00,3.0,1.0,45.0,11.0,,,yourfriendpiper,3150,(central saanich OR gonzales OR kwakwaka’wakw OR nuu-chah-nulth OR quadra village OR selkirk trestle OR topaz park OR west shore) (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,central saanich OR gonzales OR kwakwaka’wakw OR nuu-chah-nulth OR quadra village OR selkirk trestle OR topaz park OR west shore,neutral,0.388044565916061
7,"I doubt .@crd_bc municipalities want BC Province to move street people services to their municipality -- eg Colwood Corners, Langford YMCA, Oak Bay Marina, Saanich Uptown, Mayfair Lanes, ...",2023-02-16 03:28:24.665544,1625954459594686464,2023-02-15 20:25:26+00:00,0.0,0.0,0.0,0.0,,,B_C_2023,22,(colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout,neutral,0.393553853034973
8,@GovKathyHochul  you issued a housing mandate. She sees the need for Pleasantville to increase housing by 3% because the Village is on a Metro North line Why not invest in extending train service to less dense areas such as Putnam County and over the bridge to Rockland County?,2023-02-16 03:28:59.023383,1625886787724779526,2023-02-15 15:56:32+00:00,0.0,0.0,0.0,0.0,"Bronx, NY",002e24c6736f069d,JoanneMaria3,858,"(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,neutral,0.368099808692932
9,"Part 2 from Rep Lawler NY @GovKathyHochul The Village of Ossining, which is already densely packed, would have to build 300 new housing units to comply. Somers will have to build 270. Yorktown will need to build 410. Some of the highest quotas are in my home county of Rockland.",2023-02-16 03:29:09.953610,1625743798625095680,2023-02-15 06:28:21+00:00,0.0,0.0,0.0,0.0,,,ChiCityFC,8204,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,neutral,0.366982102394104
10,"Feds to build new rental housing units at CFB Esquimalt
https://t.co/2XqyEaIADc",2023-02-16 03:29:44.869352,1626009437726023681,2023-02-16 00:03:54+00:00,0.0,0.0,0.0,0.0,,,JaunNews,969,"(esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands,positive,0.356807112693787
11,"84 unit apartment to be built at CFB Esquimalt. 

Add a zero to that and we can call it a military housing plan. 

Nevertheless it's a start.  Building housing on land we already own is low hanging fruit in the crisis.

https://t.co/xEjguxC6lj",2023-02-16 03:29:44.869376,1625953090695270405,2023-02-15 20:20:00+00:00,1.0,0.0,12.0,0.0,,,LeoSpalteholz,2053,"(esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands,positive,0.367390334606171
12,"“Esquimalt has tried to encourage new construction near the base to allow families to live close to work or the Esquimalt graving dock, reducing the need for a family vehicle, she said. “But it still seems they are having to live two or three to a unit.” https://t.co/VdML2iZtkS",2023-02-16 03:29:44.869383,1625934700349952031,2023-02-15 19:06:55+00:00,0.0,0.0,4.0,0.0,,,BambinoJalapeno,25201,"(esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands,positive,0.380905389785767
13,New apartments coming to CFB Esquimalt as hundreds wait for military #housing https://t.co/nCXnpFNanx via @timescolonist  #realestate,2023-02-16 03:29:44.869389,1625874073845915651,2023-02-15 15:06:01+00:00,0.0,0.0,0.0,0.0,,,JackieNgai,1454,"(esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands,positive,0.38404968380928
14,Victoria's skyrocketing youth detention budget could be more effectively spent on the restorative justice programs proven to be effective at holding young people accountable and supporting them to reset their lives. https://t.co/JK89xMM5kH,2023-02-16 03:31:46.629413,1626007627397492737,2023-02-15 23:56:42+00:00,0.0,0.0,0.0,0.0,,,wortha2ndchance,452,"Victoria (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",Victoria,positive,0.371028751134872
15,@MarkGerretsen @BardishKW More Liberal word salad. Victoria Park and Weber and Victoria streets are tent cities. https://t.co/34s0rJDHz0 Tent cities are growing. Young people have given up on home ownership. Rent payments have doubled. Mortgage payments have doubled. I asked the Minister of Housing if he agrees that we are in a housing crisis. You won't believe his response. #cdnpoli https://t.co/iPkWYq4yvL,2023-02-16 03:31:46.707372,1625901306375286786,2023-02-15 16:54:13+00:00,0.0,0.0,0.0,0.0,,,DudiEdwards,296,"Victoria (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",Victoria,neutral,0.408411949872971
16,"Victoria now knows the monthly payment on 32  Rates for £200,000 over 25 years: https://t.co/pYeAE7A1UH",2023-02-16 03:31:46.784080,1625798726957637634,2023-02-15 10:06:37+00:00,0.0,0.0,0.0,0.0,,,Mortgage_Shop,2011,"Victoria (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",Victoria,positive,0.373825222253799
17,"@AnikaWells @TheTodayShow @breenie9 We in housing crisis cause your govt @AustralianLabor @andrewjgiles gives international students easy Permanent residency program and now look at every where it's more international students than Aussies having housing . Been to tarneit in Victoria, flooded with only Indians",2023-02-16 03:32:01.646869,1626022540840927232,2023-02-16 00:55:58+00:00,0.0,0.0,0.0,0.0,,,pray_rai,9,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.396916270256042
18,Real Estate News - Victoria's Missing Middle Housing  Initiative Explained https://t.co/oCW4wwNEvJ via @YouTube,2023-02-16 03:32:01.646875,1626021748050362373,2023-02-16 00:52:49+00:00,0.0,0.0,0.0,0.0,,,The_Tie_Guy_,299,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,positive,0.359802931547165
19,@MatthewHudITV There is still a Hardinge Street in Fenton I think. The Victoria Ground is now a housing estate but was just left to grass over for twenty years 🙄,2023-02-16 03:32:01.646882,1625982721825669124,2023-02-15 22:17:44+00:00,1.0,0.0,2.0,0.0,,,GlennAirey,6499,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.377004206180573
