,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,username,num_followers,search_keywords,search_neighbourhood
30,"@Saggit95 @Frdmlvr3691 @Vickie627 @Silver_Strike @KsLiberal @Synyster63 @skeeduu @TommyD07868371 @PridgeWessea @akuscg @NathanBronson7 @Bigteethyouhave @victoria_roark @NatForTrump2024 @SpongebobBirth @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @PalusoSonny @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @Flattielover @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @Annie20554592 @BC_Missy @BernFost1 @WisePaxCat @IvankaTrump You know what I've been doing all evening? 

My sister and I volunteered to serve food at the homeless mission. 

These homophobic bigots who are trashing our teachers do nothing to make this world a better place. 

They spew hatred, all day, every day.",2022-04-11 15:43:08.669358,1512231816249454636,2022-04-08 00:52:15+00:00,1,0,2,0,HelenZeilstra,52,Victoria Homeless,Victoria
31,"@Michael74758453 @jjhorgan Welcome to #BCPoli where postsecondary students are homeless and our wealthy right-wing capitalist premier pats himself on the back for solving the housing crisis. Yup. Sure seems solved to me!

https://t.co/zMRIrsMG3X",2022-04-11 15:43:08.669358,1511894098633904130,2022-04-07 02:30:17+00:00,0,0,19,2,MarkQuarless,79,Victoria Homeless,Victoria
32,The women that say it’s giving me broke cuz they want your money .. (don’t worry about them)  they live in a suitcase hopping from friends to friends smelling like curl iron sweat covered with Victoria’s Secret body spray if you homeless just say that 🤢,2022-04-11 15:43:08.669358,1511880999885578244,2022-04-07 01:38:14+00:00,0,0,2,0,obertdube41,1055,Victoria Homeless,Victoria
33,"Since #Budget2022 has locked in mass homelessness in Greater Victoria (and all of Canada), we're going to have to figure out a new approach to how the public, biz, &amp; govts interact with people who live in public spaces. https://t.co/hkbm1vTnO7",2022-04-11 15:43:08.898617,1513548187193131008,2022-04-11 16:03:02+00:00,0,0,5,0,NicoleChaland,1099,Victoria Homelessness,Victoria
34,@katy_merrifield Agreed. Now why would you expect @GraceALore  to do better. We have a primary care crisis and urgent homelessness issues in Victoria and the silence is deafening from our MLA. It's hard to do better when urgent issues are ignored.,2022-04-11 15:43:08.898617,1513344221645836288,2022-04-11 02:32:33+00:00,0,0,0,0,kruselnicki,171,Victoria Homelessness,Victoria
35,"@gossthegoose @ArtistAffame @DamienEvans7 @AlboMP the social security provided by the government is necessary. Without it crime, child abuse, homelessness all these terrible social ills would be endemic in a large portion of the population, just as it was before. Think of the Victoria era...we do not want to go back to that",2022-04-11 15:43:08.898617,1513044959523352577,2022-04-10 06:43:24+00:00,1,0,1,0,drobwlldiad,5453,Victoria Homelessness,Victoria
36,"@EndZonerBoner @Flattielover @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia Not true. Asylum seekers (unlike people with refugee status) don't qualify for any federal assistance

I know the process is complicated and confusing.  And I agree homelessness is a problem. But you do realize that another problem now is not having enough workers for  jobs",2022-04-11 15:43:08.898617,1512910659322851330,2022-04-09 21:49:44+00:00,1,0,2,0,LadyOfTheOcean1,18552,Victoria Homelessness,Victoria
37,"Every day, a dire shortage of homes for $550/month causes new inflows to homelessness &amp; prevents exits from homelessness.

#Budget2022 promises 6,000 homes at this rent for ALL OF CANADA. 

Meanwhile, Greater Victoria has a backlog shortage of  &gt;10,000 homes that cost $550/mo.",2022-04-11 15:43:08.898617,1512459595645538307,2022-04-08 15:57:22+00:00,1,0,10,5,Frdmlvr3691,117,Victoria Homelessness,Victoria
38,@Saggit95 @Silver_Strike @ShellyRKirchoff @KsLiberal @Synyster63 @skeeduu @TommyD07868371 @PridgeWessea @Vickie627 @akuscg @NathanBronson7 @Bigteethyouhave @victoria_roark @NatForTrump2024 @SpongebobBirth @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @PalusoSonny @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @Flattielover @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @Annie20554592 @BC_Missy @BernFost1 @WisePaxCat @IvankaTrump And what are you doing about the homelessness all over the US? How does homelessness cure sexuality taught in schools in early education? I think you’ve been dropped on your head too many times as an infant!,2022-04-11 15:43:08.898617,1512228265032921111,2022-04-08 00:38:08+00:00,2,0,3,0,KaylaHogg3,302,Victoria Homelessness,Victoria
39,"@cameronnight11 @Stefan_SCan People do it here in Victoria all year long 🤷‍♀️ it's not labeled a protest though, just homelessness, you know, a permanent problem, not tempory https://t.co/enP5g9xPbU",2022-04-11 15:43:08.898617,1512155605816918020,2022-04-07 19:49:25+00:00,1,0,2,0,KellyManningart,892,Victoria Homelessness,Victoria
40,Omg there’s so much homelessness in Victoria Street atm and I’m an easy target. I’ve officially paid the rent this week. #devastating,2022-04-11 15:43:08.898617,1511952760228696066,2022-04-07 06:23:23+00:00,0,0,0,0,VCOSS,14103,Victoria Homelessness,Victoria
41,"This.

This is the very human face of regional Victoria's renting, housing and homelessness crisis.

This is a crisis if our own making. 

Well told by @JessWhitty at @PRIME7Border.
https://t.co/PYQR6yjgym",2022-04-11 15:43:08.898617,1511844182960214019,2022-04-06 23:11:56+00:00,1,6,21,10,AnthonyLarme,984,Victoria Homelessness,Victoria
42,"""Cancel every member of Victoria Police.
Drive them into poverty and homelessness. Banish them. They will be punished for the rest of their lives""",2022-04-11 15:43:08.898617,1511543850011045891,2022-04-06 03:18:31+00:00,0,0,0,0,_jeremy_sch,312,Victoria Homelessness,Victoria
43,"Examples of those entities:
Capital Region Housing Corporation
Pacifica Housing
Aboriginal Coalition to End Homelessness
Gorge View Society
Greater Victoria Housing Society
Threshold Housing Society
M'akola Housing Society",2022-04-11 15:43:08.898617,1511504880514441218,2022-04-06 00:43:40+00:00,1,0,6,0,Barbara56532662,14,Victoria Homelessness,Victoria
44,'That should shock people': Single mum of five faces living in her car - looking at the rental situation in Victoria https://t.co/d9dMZIVCpb,2022-04-11 15:43:08.898617,1511334233469591563,2022-04-05 13:25:35+00:00,0,0,0,0,MrDunstanESQ,148,Victoria Homelessness,Victoria
45,"@ourplacesociety My understanding is there is a mix of people at that encampment

There are those who failed out of housing

Those who are new to Victoria

And then there are housed people like Shea Smith trying to create a tent city

Now they're calling it the Vic High Village to avoid stigma",2022-04-11 15:43:09.011323,1512996261552525316,2022-04-10 03:29:53+00:00,0,0,2,0,CharlesBodi,719,Victoria Encampment,Victoria
46,@berryonline Hopefully you are going to discuss when the removal of that disgusting and disgraceful eye sore of an encampment on Weber and Victoria is going to be removed,2022-04-11 15:43:09.011323,1512044093555281925,2022-04-07 12:26:18+00:00,0,0,0,0,IMTysonBond,18,Victoria Encampment,Victoria
47,"A country can survive war, illness, and poverty. However one cannot survive in a country where justice does not exist.  -Pablo Victoria",2022-04-11 15:43:09.311485,1513457172138856450,2022-04-11 10:01:23+00:00,0,0,1,0,kylekim0121,55,Victoria Poverty,Victoria
48,The principal objective of this project is to contribute to broad-based poverty alleviation and improvement of livelihoods of people through increased investment in maritime transport and fishing on Lake Victoria. #LetsBuildUG #UgMoving4wd https://t.co/oyY2ZnPBCw,2022-04-11 15:43:09.311485,1513387614400917506,2022-04-11 05:24:59+00:00,1,0,7,11,Martin_nuh,54,Victoria Poverty,Victoria
49,"@GraceALore 1: The convoy was not a white supremacist group
2: The Carbon Tax is the reason you got a raise, and is the reason Canadians are going into poverty
3: You have done nothing for Victoria residents, you negated public safety 

The list goes on though you are too dense to listen",2022-04-11 15:43:09.311485,1513365509051322370,2022-04-11 03:57:08+00:00,0,0,7,0,CharlesBodi,719,Victoria Poverty,Victoria
50,"Malaysia,

A country can survive war, illness and poverty, however, one cannot survive in a country where justice does not exist 

- Pablo Victoria - https://t.co/1fHBMqQlp9",2022-04-11 15:43:09.311485,1513329813045403649,2022-04-11 01:35:18+00:00,0,0,0,0,AsiaMcn,14,Victoria Poverty,Victoria
51,"A country can survive war, illness, and poverty. However, one cannot survive in a country where justice does not exist—Pablo Victoria

#AgainMyLifeEp1 
#LeeJoonGi https://t.co/7enumt5X5R",2022-04-11 15:43:09.311485,1513327857141174272,2022-04-11 01:27:32+00:00,0,0,0,0,engr_kvii,286,Victoria Poverty,Victoria
52,"""A country can survive war, illness, and poverty,
However, one cannot survive in a country....
Where justice does not exist.""
(Pablo Victoria)",2022-04-11 15:43:09.311485,1513221516137271297,2022-04-10 18:24:58+00:00,1,0,5,1,Neurokirurg,342,Victoria Poverty,Victoria
53,@PovReductionBC @PovFreeTeam @300ToLive FORCED INTO POVERTY &amp; PROSTITUTION https://t.co/KX9QNPdFag BY GOVT #BCStorm I am being #murdered by @saanich @vicpdcanada @SaanichPolice AGENTS &amp;BC GOVT @Dave_Eby @jjhorgan @BCProsecution @BCProvCourt AGENTS #racism #hatecrimes #discrimination #Taken #evil https://t.co/u7LPS12QS0,2022-04-11 15:43:09.311485,1513214575126056963,2022-04-10 17:57:23+00:00,0,0,0,0,HatedByBCgovt,20,Victoria Poverty,Victoria
54,"The opening quote🥺🥺
""A country can survive war, illness, and poverty. However, one cannot survive in a country where justice does not exist.""- Pablo Victoria #AgainMyLifeEp1",2022-04-11 15:43:09.311485,1513126377377124360,2022-04-10 12:06:55+00:00,1,1,1,0,M_Adeeronke,222,Victoria Poverty,Victoria
55,"A country can survive war, illness, and poverty. However, one cannot survive in a country where justice does not exist.
-Pablo Victoria.",2022-04-11 15:43:09.311485,1512935244567138310,2022-04-09 23:27:25+00:00,1,0,3,0,fauzeeyya9,562,Victoria Poverty,Victoria
56,"""A country can survive war, illness, and  poverty. However, one cannot survive in a country where justice does not exist."" ~Pablo Victoria",2022-04-11 15:43:09.311485,1512918804309110785,2022-04-09 22:22:06+00:00,0,0,1,0,nestgianan,773,Victoria Poverty,Victoria
57,"#امپورٹڈ_حکومت_نامنظور 
A country can survive war, illness, and poverty. However, one cannot survive in a country where justice does not exist. (pablo victoria)",2022-04-11 15:43:09.311485,1512908922205749255,2022-04-09 21:42:50+00:00,0,0,0,0,x2ichi,27,Victoria Poverty,Victoria
58,"@jjhorgan We continue to call on Victoria to increase disabled BCers’ #PwD rates to an adequate level of support, not the constant struggle of far below poverty. Unfortunately, the provincial budget failed to #RaiseTheRates by even a single dollar.

@BCNDP @NicholasSimons @SelinaRobinson",2022-04-11 15:43:09.311485,1512851839619768327,2022-04-09 17:56:00+00:00,3,0,14,6,DisabledVancity,251,Victoria Poverty,Victoria
59,"We continue to call on Victoria to increase disabled BCers’ #PwD rates to an adequate level of support, not the constant struggle of far below poverty. Unfortunately, the provincial budget failed to #RaiseTheRates by even a single dollar.

@BCNDP @NicholasSimons @SelinaRobinson https://t.co/dakc9Mnbcs",2022-04-11 15:43:09.311485,1512851780081577986,2022-04-09 17:55:46+00:00,0,0,4,3,siipril,59,Victoria Poverty,Victoria
60,"""A country can survive war, disease and poverty, but one cannot survive in a country where justice doesn't exist""

-Pablo Victoria-",2022-04-11 15:43:09.311485,1512812714946863107,2022-04-09 15:20:32+00:00,0,0,0,0,v_mcmxci,3,Victoria Poverty,Victoria
61,"I started a new drama today and there's a quote that caught my attention.

""A country can survive war,illness and poverty. However, a person cannot survive in a country where justice does not exist"" - Pablo victoria",2022-04-11 15:43:09.311485,1512741113320579078,2022-04-09 10:36:01+00:00,0,0,8,3,RichardAmbunya1,80,Victoria Poverty,Victoria
62,@MumbiMbui It surprised Siaya was named one of the last ten counties languishing in poverty yet it rain throughout the year and fishing activities are in lake Victoria,2022-04-11 15:43:09.311485,1512731586135040007,2022-04-09 09:58:09+00:00,0,0,1,0,Kdrama_QuotesEp,5,Victoria Poverty,Victoria
63,"[ #AgainMyLife ]
""A country can survive war, illness &amp; poverty. However, one cannot survive in a country where justice does not exist"" - (Pablo Victoria) - #AgainMyLifeEp1 https://t.co/MiScJTSCFt",2022-04-11 15:43:09.311485,1512665142307155969,2022-04-09 05:34:08+00:00,0,0,13,5,Ellinadear,5152,Victoria Poverty,Victoria
64,"""A country can survive war, illness &amp; Poverty. However, one cannot survive in a country whee Justice doesn't exist."" - Pablo Victoria

#AgainMyLife",2022-04-11 15:43:09.311485,1512517731257622534,2022-04-08 19:48:23+00:00,0,0,5,1,Williammaablabs,36,Victoria Poverty,Victoria
65,Am turning away from poverty to prosperity @PearlMovies @MaablabsTechLtd @quit @victoria_sibiya @poshaaloyo @HaffionHaffy https://t.co/TJhxZAe1xn,2022-04-11 15:43:09.311485,1512493569285799936,2022-04-08 18:12:22+00:00,0,0,1,0,wendihouse22,780,Victoria Poverty,Victoria
66,"@AkanKwaku Nothing’s changed in hundreds of years. Queen Victoria being shielded from the poverty disease in her Royal carriage, when she went about in London. It was so awful, the poor woman wasn’t allowed to “look”.  

Recently, the homeless rounded up and shifted, pre Harry’s wedding.",2022-04-11 15:43:09.311485,1512358919817121793,2022-04-08 09:17:19+00:00,0,0,0,0,billwells_1,868,Victoria Poverty,Victoria
67,"@Victoria_Spratt @theipaper @r_earwaker @jrf_uk @LibDems This isn't quite true is it?

There are affordability restrictions - associated with Govt prudence regulations - in how much you can take out on mortgages. 

Also, the presumption are that the 1/3 in poverty are all house buyers not home owners. Unlikely?@CarolLewis101",2022-04-11 15:43:09.311485,1512349072866304000,2022-04-08 08:38:11+00:00,0,0,1,0,ethoscentre,783,Victoria Poverty,Victoria
68,"The Conversation has picked up on the report, ‘Scarring effects of the pandemic economy’, published by Catholic Social Services Victoria, where I work as Senior Policy Officer, along with other agencies. 

#lockdowns #socialservices #poverty 

https://t.co/iokv8wPQFP",2022-04-11 15:43:09.311485,1512021614493265923,2022-04-07 10:56:59+00:00,1,0,0,1,Seirian,254,Victoria Poverty,Victoria
69,"Victoria Surgery, Holyhead. End Period Poverty. @RhunapIorwerth @AngleseyScMedia #endperiodpoverty https://t.co/Egzbv1Qh9D",2022-04-11 15:43:09.311485,1511969876654669835,2022-04-07 07:31:24+00:00,0,1,9,1,denoh_owino,0,Victoria Poverty,Victoria
70,"This is siaya county. Home baba the 5th among the poorest counties in Kenya. With 'migingo' farm, dominion farm and lake Victoria still we can't eradicate the poverty level. Effect of voting six piece
@RailaOdinga @RasangaGov @orengo_james https://t.co/zbgfoSIQth",2022-04-11 15:43:09.311485,1511817006999379970,2022-04-06 21:23:57+00:00,0,0,0,0,cartujakds,12292,Victoria Poverty,Victoria
71,@timeandthehour @SilvaSurfer4 @SpanishDan1 Immigrants built the roads in the first place. Then Queen Victoria sent them back to Ireland to extreme poverty.,2022-04-11 15:43:09.311485,1511811194276962307,2022-04-06 21:00:51+00:00,0,0,0,0,AnthonyLarme,984,Victoria Poverty,Victoria
72,"""Cancel every member of Victoria Police.
Drive them into poverty and homelessness. Banish them. They will be punished for the rest of their lives""",2022-04-11 15:43:09.311485,1511543850011045891,2022-04-06 03:18:31+00:00,0,0,0,0,armthehomelessn,1614,Victoria Poverty,Victoria
73,Victoria Chinsee of our San Diego office is a horror movie and true-crime addict as well as a mother to two cats and two dogs. Get to know Victoria in the April edition of #IAmBT. https://t.co/sUUqE9SNua,2022-04-11 15:43:09.679429,1513601102285004806,2022-04-11 19:33:18+00:00,0,0,0,0,BTLawNews,3328,Victoria Crime,Victoria
74,@Blitz0076 @jerbear714 @SpongebobBirth @Bigteethyouhave @BC_Missy @Jetson77 @Synyster63 @PalusoSonny @PridgeWessea @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @NatForTrump2024 @sd_usn @JoeBro20802650 @victoria_roark @CunningMarshal @Flattielover @PeterBartholo14 @akuscg @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @PhilipEMSkinne1 @Silver_Strike @Sembrouthes @NathanBronson7 @giddy_bunny @skeeduu @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @Merry_Hippie @LordButters22 @shrekthepunk @jeffschlueter1 @drdeblk @Saggit95 @TreatHunterDog @dennis_ritchey @DeniseBalistre1 @cow_cousin @RitaBlue21 @DemocratCali @imjustme1424 @JezProudDem Yawn .... Trying to turn that nothing burger into  a crime just shows how desperate you are.,2022-04-11 15:43:09.679429,1513599503823159301,2022-04-11 19:26:57+00:00,2,0,3,0,LadyOfTheOcean1,18552,Victoria Crime,Victoria
75,@Sembrouthes @NatForTrump2024 @jerbear714 @LadyOfTheOcean1 @SpongebobBirth @Bigteethyouhave @BC_Missy @Blitz0076 @Jetson77 @Synyster63 @PalusoSonny @PridgeWessea @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @victoria_roark @CunningMarshal @Flattielover @PeterBartholo14 @akuscg @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @PhilipEMSkinne1 @Silver_Strike @NathanBronson7 @giddy_bunny @skeeduu @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @ShellyRKirchoff @Annie20554592 @BernFost1 @KsLiberal @Vickie627 @WisePaxCat @newsjunky2 @IvankaTrump It's actually a Crime Syndicate. https://t.co/aVi7MnMXuB,2022-04-11 15:43:09.679429,1513595882758938627,2022-04-11 19:12:34+00:00,0,0,0,0,JCDeardeuff,1474,Victoria Crime,Victoria
76,"@jerbear714 @LadyOfTheOcean1 @SpongebobBirth @Bigteethyouhave @BC_Missy @Blitz0076 @Jetson77 @Synyster63 @PalusoSonny @PridgeWessea @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @NatForTrump2024 @sd_usn @JoeBro20802650 @victoria_roark @CunningMarshal @Flattielover @PeterBartholo14 @akuscg @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @PhilipEMSkinne1 @Silver_Strike @NathanBronson7 @giddy_bunny @skeeduu @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @ShellyRKirchoff @Annie20554592 @BernFost1 @KsLiberal @Vickie627 @WisePaxCat @newsjunky2 @IvankaTrump @DonaldJTrumpJr The Biden's are a crime family, and degenerate to the core. End of story.",2022-04-11 15:43:09.679429,1513595104266756097,2022-04-11 19:09:28+00:00,4,0,7,1,Sembrouthes,2378,Victoria Crime,Victoria
77,"@Tommyw_g @mikewhoatv Running isn’t a crime mate otherwise they’d better spend their time in Victoria Park, loads of people in Lycra waiting to be put away. Give your head a wobble",2022-04-11 15:43:09.679429,1513582607317012485,2022-04-11 18:19:49+00:00,0,0,20,0,stuartleech,1172,Victoria Crime,Victoria
78,"We are on 3. Again, recasting of Victoria is a crime.",2022-04-11 15:43:09.679429,1513489252000096256,2022-04-11 12:08:51+00:00,1,0,0,0,martinblackw0od,232,Victoria Crime,Victoria
79,"Melbourne tops list for most assaults

https://t.co/PN4GLwJ1Gc",2022-04-11 15:43:09.679429,1513468554183512067,2022-04-11 10:46:36+00:00,0,0,0,0,mottlecah,606,Victoria Crime,Victoria
80,"So to be clear! 
👍 for Morrison&amp;Co to lie,cheat, steal: 👎 to honestly err &amp; acknowledge it. 
Show no weakness?! 
Seems honest mistakes = an unforgivable crime. 
""Gaffes""/ ""stumbles"" more terrible than deliberate rorts &amp; arrogant untruths? @GuardianAus 

https://t.co/k9u54a6eFC",2022-04-11 15:43:09.679429,1513373558583410691,2022-04-11 04:29:08+00:00,0,0,1,0,Jet95004762,143,Victoria Crime,Victoria
81,"@turk_victoria @MuellerSheWrote @USAO_DC Transnational Organized Crime.

https://t.co/yRY7lBJ25Q",2022-04-11 15:43:09.679429,1513364810448220163,2022-04-11 03:54:22+00:00,0,0,3,0,wiseoldwoman,1917,Victoria Crime,Victoria
82,The bill to replace the Victims of Crime Assistance Tribunal (VOCAT) with an administrative Financial Assistance Scheme (LA 2nd reading) is a radical change to financially help victims of crime says @theheraldsun https://t.co/x1ADYovoqL,2022-04-11 15:43:09.679429,1513322189323321348,2022-04-11 01:05:00+00:00,0,0,2,1,VicLawReform,6799,Victoria Crime,Victoria
83,https://t.co/5PGrER4z3b altered a news headline: https://t.co/h7mOO8fJxz https://t.co/iL2PxaGyXR,2022-04-11 15:43:09.679429,1513317454247735299,2022-04-11 00:46:11+00:00,0,0,0,0,ausheadlinebot,2479,Victoria Crime,Victoria
84,"WATCH: #CCTV footage has captured the horror moment a #Melbourne driver appeared to run a red light, before mowing down and killing a pedestrian https://t.co/dq6FiSX5wr #police #crime #videoforensics via @newscomauHQ",2022-04-11 15:43:09.679429,1513312456013381633,2022-04-11 00:26:20+00:00,0,0,1,1,Video_Forensics,621,Victoria Crime,Victoria
85,"New data reveals how many people have been assaulted in Victoria, with hundreds of violent crimes taking place during the lockdown. See how many assaults were in your local area. @faganjosh  https://t.co/bt6Bl3Hdyo",2022-04-11 15:43:09.679429,1513283184292638721,2022-04-10 22:30:01+00:00,4,1,2,2,theheraldsun,345023,Victoria Crime,Victoria
86,"Did you mayhaps think
Dat a Elizabethan collar
With adorable li’l🐾 prints
Would somehow
Lessen your culpability
In dis crime against felinity?
Woe unto you
Ye collarer of innocent cates
Victoria was ever sweet
But Elizabeth sank armadas 💥
Think of dat, bitches

@ShroffAnimalLaw https://t.co/cmGv29Rzb2",2022-04-11 15:43:09.679429,1513255109337260037,2022-04-10 20:38:27+00:00,1,0,9,1,KiwiTheKitty,4461,Victoria Crime,Victoria
87,"@george_pattons @gopisdirty @PeterBartholo14 @DaniTrump2020 @Randomwatcher51 @Bad_Boy_Jesus @Mountain_Buddy @jerbear714 @Vickie627 @LadyOfTheOcean1 @fukit32 @Bigteethyouhave @PridgeWessea @Flattielover @akuscg @Synyster63 @KsLiberal @Frdmlvr3691 @TommyD07868371 @Saggit95 @donnnie @ShellyRKirchoff @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 Taxes
Criminals released 
Crime wave
Hunter
Covid deaths skyrocket
Homeless population growing
The red tsunami",2022-04-11 15:43:09.679429,1513164066654765062,2022-04-10 14:36:41+00:00,2,0,2,1,EndZonerBoner,259,Victoria Crime,Victoria
88,The Massimos were connected to the Clerkenwell Crime Syndicate through the marriage of actress Victoria Dawn Adams with Don Vittorio Emanuel Massimo https://t.co/rzpvFW5m9O https://t.co/uSXAU2Oioi,2022-04-11 15:43:09.679429,1513070215566958592,2022-04-10 08:23:45+00:00,0,0,1,1,doubleDutchquak,311,Victoria Crime,Victoria
89,"@gossthegoose @ArtistAffame @DamienEvans7 @AlboMP the social security provided by the government is necessary. Without it crime, child abuse, homelessness all these terrible social ills would be endemic in a large portion of the population, just as it was before. Think of the Victoria era...we do not want to go back to that",2022-04-11 15:43:09.679429,1513044959523352577,2022-04-10 06:43:24+00:00,1,0,1,0,drobwlldiad,5453,Victoria Crime,Victoria
90,@cesarhfutbol Been to both (sitting in Victoria Block today). Agree. The way they defaced the Azteca is a crime. I was there in ‘09 for the Sabah winner. Best atmosphere I’ve ever seen. It was some Gladiator shit. Ahora…yikes.,2022-04-11 15:43:09.679429,1513029482822594563,2022-04-10 05:41:54+00:00,0,0,2,0,frankreyesvilla,204,Victoria Crime,Victoria
91,"@amanda_j_porter But in Victoria Police are mostly not there to fight crime, but to suppress protests, mostly climate protesters.",2022-04-11 15:43:09.679429,1512984801560576003,2022-04-10 02:44:21+00:00,1,0,0,0,jennmelb,852,Victoria Crime,Victoria
92,"@EndZonerBoner @Vickie627 @LadyOfTheOcean1 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia So you know your boss is committing a crime and you’re doing nothing about him exploiting them?

Just wow.",2022-04-11 15:43:09.679429,1512974366434201604,2022-04-10 02:02:53+00:00,0,0,0,0,PridgeWessea,1466,Victoria Crime,Victoria
93,Victoria does not need 1500 new police! Victoria already has more police – by head count – than any other state. This on top of the 3100 extra police last year! Record budgets in spite of the fact that crime is going down across most categories: https://t.co/Ay4fzELCX6,2022-04-11 15:43:09.679429,1512972487654801411,2022-04-10 01:55:25+00:00,1,2,38,13,amanda_j_porter,2169,Victoria Crime,Victoria
94,"@longjohns1234 @jerbear714 @Saggit95 @gopisdirty @LadyOfTheOcean1 @Flattielover @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @donnnie @ShellyRKirchoff @akuscg @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia It’s not safe in Tijuana. Very high crime, murders and kidnappings. 

I have 11 Mexican-American grandchildren, a Mexican SOL and a Mexican DIL.",2022-04-11 15:43:09.679429,1512963651308728321,2022-04-10 01:20:18+00:00,0,0,2,0,Vickie627,6122,Victoria Crime,Victoria
