text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-19 16:22:46.239904,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,84,beacon hill park (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,NEED TO ADD
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-19 16:22:47.441959,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,84,beacon hill park (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,NEED TO ADD
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-19 16:22:48.998071,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,84,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,NEED TO ADD
@Adam_Stirling This a practice I do with my kids now.  We visit parks all around we haven’t been to.  No doubt I keep a close eye on them. There has been a few times we had to leave cause of mentally ill homeless people exposing themselves. Example: Hollywood and beacon hill park.,2022-04-19 16:22:48.998071,1515405847232319488,2022-04-16 19:04:43+00:00,0,0,0,0,,,,,PaddyPoPo1,19,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,NEED TO ADD
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-19 16:24:19.080332,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,84,beacon hill park (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,NEED TO ADD
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-19 16:24:20.260572,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,84,beacon hill park (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,NEED TO ADD
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-19 16:24:21.463606,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,84,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,NEED TO ADD
@Adam_Stirling This a practice I do with my kids now.  We visit parks all around we haven’t been to.  No doubt I keep a close eye on them. There has been a few times we had to leave cause of mentally ill homeless people exposing themselves. Example: Hollywood and beacon hill park.,2022-04-19 16:24:21.463606,1515405847232319488,2022-04-16 19:04:43+00:00,0,0,0,0,,,,,PaddyPoPo1,19,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,NEED TO ADD
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-19 16:24:23.765707,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,84,beacon hill park (greater victoria coalition to end homelessness OR cool aid society OR the victoria foundation OR anawim house OR rentsmart OR low income OR peer housing support program OR reaching home OR service provider OR front line OR front line worker OR complex care OR thief OR tent OR camper OR substance use OR evict OR povertypimps OR social problem) lang:en -is:retweet,NEED TO ADD
"@peternvg @AwaitingJuno We'll see how the vote breaks down. If the same councillors who were in favour of camping at Beacon Hill Park are in favour of turning Royal Athletic Park into a doggie venue, we know something must be amiss.",2022-04-19 16:24:24.928823,1514772506535636997,2022-04-15 01:08:03+00:00,0,0,0,0,,,,,Stew16art,446,beacon hill park (the victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,NEED TO ADD
