,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood
11,#99cents Sidney's father is found dead floating in a large vat of beer accompanied by two pole dancers &amp; their three performing sheep. Then he's abducted by a group of thieving alcoholic aliens. TOXIC BEER by @SimonbullockA Win a $20 Amazon/BN GC  https://t.co/p0NGHj6iV5 https://t.co/4oXz25DCbC,2022-07-12 09:55:42.241411,1546510103150575617,2022-07-11 15:01:56+00:00,0,0,1,1,,,,,CandaceTX,12639,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
12,#99cents Sidney's father is found dead floating in a large vat of beer accompanied by two pole dancers &amp; their three performing sheep. Then he's abducted by a group of thieving alcoholic aliens. TOXIC BEER by @SimonbullockA Win a $20 Amazon/BN GC. https://t.co/p0NGHj6iV5 https://t.co/DeQKMwhz7V,2022-07-12 09:55:42.241411,1546461899818209283,2022-07-11 11:50:23+00:00,0,0,0,0,,,,,DominiqueBandet,81,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
13,@Sidney_mw Hmu should you need help with your assignments at an affordable fee.  Guaranteed excellent grades and timely delivery,2022-07-12 09:55:42.241411,1546257742263980033,2022-07-10 22:19:08+00:00,0,0,0,0,,,,,yyj_housing,1111,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
14,"@HalfwayPost Well, reporting has it that Ole One Eye is getting lawyer money through a group run by Sidney Powell.

Not sure about the other Oathers. I hope they sink into poverty, obscurity, and an unfriendly prison.
https://t.co/sk1lGLJunL",2022-07-12 09:55:42.241411,1545912741436735490,2022-07-09 23:28:13+00:00,0,0,0,0,,,,,AntonioHealth,8,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
15,@MrsRJWill Poor old Sidney as well!,2022-07-12 09:55:43.623001,1546774561752059905,2022-07-12 08:32:47+00:00,2,0,3,0,,,,,muzzleloaderjon,676,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
16,The Rolling Stones   Gimme Shelter   Hyde Park   July 3 2022 https://t.co/QPfXpm47I9 via @YouTube FOR MY FRIENDS LADIES VERY GENTLY WITH ME BODYGUARD FOR THE STONES BACK STAGE BODYGUARD PROFESSIONAL FOR STARS ⭐️ ME 2 agency for studio awards academy for the movie 🎥 HOLLYWOOD ❤️ https://t.co/KePRoHF5Qe,2022-07-12 09:55:43.623999,1546700996545585161,2022-07-12 03:40:28+00:00,1,0,2,1,,,,,AlainPag2,4449,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
17,I never asked for this poor substitute. Please bring back Sidney Parker for the only correct ending to #SanditonS3 . #SidlotteForever https://t.co/yUKR5v0yo7,2022-07-12 09:55:43.623999,1546674534111072258,2022-07-12 01:55:19+00:00,0,0,1,1,,,,,KatharineCoate1,186,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
18,Our thoughts and prayers go out to Sidney and her family🙏🏻❤️. We cannot imagine the pain this poor girl is going through. https://t.co/sCH5xeGr2i,2022-07-12 09:55:43.623999,1546567947107418112,2022-07-11 18:51:47+00:00,0,0,4,0,,,,,1stAllianceVBC,1118,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
21,"Poor Sidney.  The murderous stalkers can't stay away from her.😱😂 (There was a Jason, but I sadly didn't get a pic with him. 😔) #Blerdcon #Blerdcon2022 #Halloween #HalloweenEnds #MichaelMyers #SidneyPrescott #Scream #ScreamMovie https://t.co/LUOZQGsDIZ",2022-07-12 09:55:43.623999,1546329515760226305,2022-07-11 03:04:20+00:00,1,0,8,2,,,,,wowitsladyakumu,525,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
22,"@AmazonEve &amp; like I've mentioned before, it's way less harmful to embrace such notions when you're the son of Hollywood royalty than it is when you're a poor kid in the hood or a rural trailer park",2022-07-12 09:55:43.623999,1546258412983357441,2022-07-10 22:21:48+00:00,1,0,1,0,,,,,PNWSelina,5908,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
23,"ᅠ
Awe- You hurt my poor soul.

Cmon Sidney, if your confident in the fact you killed me you shouldn't be scared to test if im dead- https://t.co/Tzbc3AD0d8",2022-07-12 09:55:43.623999,1546220734300798976,2022-07-10 19:52:05+00:00,0,1,0,0,,,,,HOTPSYCHOTlC,57,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
24,@muttoney auuurr. poor sidney,2022-07-12 09:55:43.623999,1546183471374163969,2022-07-10 17:24:00+00:00,0,0,1,0,,,,,veenusflytrapp,4260,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
25,"@Route_60plus @midgetmoxie Network is a 1976 American satirical black comedy-drama film written by Paddy Chayefsky and directed by Sidney Lumet, about a fictional television network, UBS, and its struggle with poor ratings. @KevinCallihan2",2022-07-12 09:55:43.623999,1546176269548765186,2022-07-10 16:55:23+00:00,0,0,1,0,,,,,KevinMichaelC19,312,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
26,my girl sidney isn’t about to be poor for ron hextall to miss out on geno 😭 https://t.co/x69Fpx3QFs,2022-07-12 09:55:43.624388,1545892940555362305,2022-07-09 22:09:32+00:00,0,0,0,0,,,,,mowiththeflow53,191,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
27,@Hey_Sidney @johnsummit Poor guy might as well deactivate 😂,2022-07-12 09:55:43.624388,1545511727239929856,2022-07-08 20:54:44+00:00,0,0,1,0,"Glenmavis, Scotland",43a5e4f074a57c58,"[-4.003863, 55.881884, -3.981758, 55.891584]",,cdcfc92,186,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
28,"Come to my first comic con in two years and this..this is what has happened!
My poor bank account! 😭
@hello_sidney https://t.co/HjxxMf3hY7",2022-07-12 09:55:43.624388,1545442461169876992,2022-07-08 16:19:30+00:00,2,0,12,1,,,,,MonsterMatt95,93,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
29,@DaisyFuentes @NRA Are you referencing the highland Park shooting? Because if you are he didn't use an AR-15 wouldn't even close to being anything like one. You think your liberal Hollywood privilege gives you a voice. You should really taste your words before you spit them out. Poor woman.,2022-07-12 09:55:43.624388,1544868418570133504,2022-07-07 02:18:27+00:00,1,0,0,0,,,,,WiegersJosh,8,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
30,"@nathan_warner @BCFerries @BCFerrys You didn't see it or mention it, but it's the poor SS San Mateo that is behind the Queen of Sidney that I feel badly for :(
https://t.co/8J3x2rnuUa",2022-07-12 09:55:43.624388,1544866601496809472,2022-07-07 02:11:14+00:00,1,0,3,0,,,,,mrkaswa,105,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
32,"@the80slasher Poor kirby, can't rest like Sidney now. imo.",2022-07-12 09:55:43.624388,1544730850365161472,2022-07-06 17:11:49+00:00,1,0,1,0,,,,,weskethan8432,2183,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
34,"@penny_candy__ It's like how, in addition to opening the main investigation into the crime scene, DOJ also opened an investigation into Sidney Powell and also opened an investigation into the fake electors, and also has DOJ IG investigating stuff that's corrupt but possibly not criminal.",2022-07-12 09:55:45.016820,1546684856352051200,2022-07-12 02:36:20+00:00,1,0,19,0,,,,,emptywheel,288433,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
36,"He’s saying that we could solve the housing problem, but it would also be cool to bring Barcelona and Paris and Manhattan here. Rambla on Hollywood Blvd, Eiffel Towel at Dodger Stadium, Statue of Liberty at Griffith Park https://t.co/MCWeADyzfL",2022-07-12 09:55:45.017819,1546630504132202497,2022-07-11 23:00:21+00:00,3,1,36,2,,,,,philgaimon,43798,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
38,"@sidneymccat @Hondroid @Ahmed6664444 @JustinTrudeau @CanadianMint Hi Sidney, I live in the lower mainland, Vancouver area and it is filling up quite fast! High density housing is growing like crazy but no one in our salaries can afford as prices for a two bedroom apartment in a tower is well in the way to 1.5 million!",2022-07-12 09:55:45.017819,1546178231681761281,2022-07-10 17:03:11+00:00,1,0,1,0,,,,,RogerBr29435506,30,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
39,@HadesAnansi @demandjustice25 @Hi_Im_Bgaona @Michell67804140 @RyanKennedy_22 @cgbeck5 @Robert_Iadanza @patrickpucci2 @Heidi_Reybrouck @TD4MIZZ @IHaveAN02858601 @ScarletWasTaken @cupidseyesblind @zod1703 @BBW_BFF Wow I Googled it. Says it's a Crime/Thriller and I like those. I've never heard of it. I'll have to find it somewhere and check it out. Sidney Poitier is in it as well and Dan Aykroyd.,2022-07-12 09:55:45.017819,1545870335630778369,2022-07-09 20:39:43+00:00,1,0,2,0,,,,,Catheri12720720,172,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
40,"RUBRICA SETTIMANALE 
#FilmOfTheDay 
Stand Up Guys - Fisher Stevens - Noah Haidle - Sidney Kimmel/Tom Rosenberg/Gary Lucchesi/Jim Tauber - 2012/13 - 95 min - dark-comedy/crime/dramedy
""Stand up guy"" is an American phrase meaning a loyal &amp; reliable friend https://t.co/pJgzDq4WuM",2022-07-12 09:55:45.017819,1545780491051229186,2022-07-09 14:42:42+00:00,0,0,0,0,,,,,MaybeWorsty,572,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
46,"Sidney Katz (@KatzForCouncil) has been an active voice for our county’s business community. When looking at our housing landscape, Sidney makes sure we are serving all residents and knows smart growth must pair with proper infrastructure investment to build complete communities. https://t.co/nPre4aYvnD",2022-07-12 09:55:45.017819,1544773406473715719,2022-07-06 20:00:55+00:00,0,0,1,0,,,,,maaariammmnm,1999,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
