text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-20 12:25:11.257508,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,85,beacon hill park (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill park
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-20 12:25:12.434950,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,85,beacon hill park (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill park
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-20 12:25:13.621008,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,85,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill park
@Adam_Stirling This a practice I do with my kids now.  We visit parks all around we haven’t been to.  No doubt I keep a close eye on them. There has been a few times we had to leave cause of mentally ill homeless people exposing themselves. Example: Hollywood and beacon hill park.,2022-04-20 12:25:13.621008,1515405847232319488,2022-04-16 19:04:43+00:00,0,0,0,0,,,,,PaddyPoPo1,19,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill park
"I apologize. I spoke without checking the alternate universe where Beacon Hill Park was safe, homelessness has been ended, Victoria is over-policed, and Sarah Potts has a perfectly valid reason to leave the province if she leaves council after doing an amazing job. #yyj https://t.co/hLYLLMAau0",2022-04-20 12:25:14.840272,1516775710450495491,2022-04-20 13:48:04+00:00,18,0,23,2,,,,,Adam_Stirling,9682,"beacon hill park (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill park
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-20 12:25:16.001551,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,85,beacon hill park (greater victoria coalition to end homelessness OR cool aid society OR the victoria foundation OR anawim house OR rentsmart OR low income OR peer housing support program OR reaching home OR service provider OR front line OR front line worker OR complex care OR thief OR tent OR camper OR substance use OR evict OR povertypimps OR social problem) lang:en -is:retweet,beacon hill park
"@peternvg @AwaitingJuno We'll see how the vote breaks down. If the same councillors who were in favour of camping at Beacon Hill Park are in favour of turning Royal Athletic Park into a doggie venue, we know something must be amiss.",2022-04-20 12:25:17.193733,1514772506535636997,2022-04-15 01:08:03+00:00,0,0,0,0,,,,,Stew16art,447,beacon hill park (the victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,beacon hill park
".@MayorDriscoll has the “executive experience…would bring pragmatic hands-on experience to Beacon Hill…put Salem on the map as a leader in the offshore wind business…deals with housing, education &amp; infrastructure…managed public health and risk during the Covid pandemic” #GSD https://t.co/BqwIiYcDpG",2022-04-20 12:25:18.477243,1516829958500409353,2022-04-20 17:23:38+00:00,0,0,0,0,,,,,_BethArnold_,768,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill
"@PatriotOwl89 This is true. It shows why we're the Beacon on the Hill. Even under constant attack from within, we're still the place to be. Shows how 💪 our founders set us up to be. We must not let our freedoms and rights be stolen from us.",2022-04-20 12:25:18.477243,1516243815069147138,2022-04-19 02:34:30+00:00,0,0,1,0,,,,,TheDude1026,2357,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill
@JimAloisi Boston isn’t uniquely hamstrung by local control tho - all 351 cities and towns have to run changes thru Beacon Hill. Comparisons to CA seem off since it is *so* much bigger - for ex. LA County has more ppl then all of MA. To fix housing &amp; transit we need state-wide action.,2022-04-20 12:25:18.477243,1515704032404385807,2022-04-17 14:49:36+00:00,0,0,3,0,,,,,gpimaynard,507,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill
