,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood
30,"@AkanKwaku Nothing’s changed in hundreds of years. Queen Victoria being shielded from the poverty disease in her Royal carriage, when she went about in London. It was so awful, the poor woman wasn’t allowed to “look”.  

Recently, the homeless rounded up and shifted, pre Harry’s wedding.",2022-04-12 15:59:46.087846,1512358919817121793,2022-04-08 09:17:19+00:00,0,0,0,0,,,,TJOlive71853184,1328,Victoria Homeless,Victoria
31,"@NatForTrump2024 @Vickie627 @jerbear714 @KsLiberal @LadyOfTheOcean1 @SaveThe_Ukraine @gopisdirty @Frdmlvr3691 @ShellyRKirchoff @NathanBronson7 @MadeOnKrypton @PridgeWessea @newsjunky2 @Bigteethyouhave @Flattielover @PhilipEMSkinne1 @Jetson77 @skeeduu @Synyster63 @PalusoSonny @Kittie_Svengali @sd_usn @JoeBro20802650 @victoria_roark @akuscg @VinceGottalotta @mmEyeNewMe @RushvilleRockit @Silver_Strike @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BC_Missy @BernFost1 @SpongebobBirth @WisePaxCat @IvankaTrump She must be a Walmart greeter. Who wouldn't admit their occupation? I heard she claimed to own senior living centers. I agree, we can track down ""Vickie"" by her occupation? She's unbelievable.  Probably was homeless with Merry.",2022-04-12 15:59:46.087846,1512257988865703938,2022-04-08 02:36:15+00:00,0,0,0,0,,,,imbalaska,5797,Victoria Homeless,Victoria
32,"@_nopurposeflour It had its own problems. The truth is that folks who are homeless for purely financial reasons aren’t the issue. 

The issue is Canada’s federal prison system discharges inmates from everywhere into Victoria. If they can’t hold down a job or relapse, they end up in our parks.",2022-04-12 15:59:46.087846,1512242267066535938,2022-04-08 01:33:47+00:00,1,0,10,1,,,,CKXS,3898,Victoria Homeless,Victoria
33,@jpt16 @CharlesBodi @vichighsd61 @CityOfVictoria @vicpdcanada @WeAreNorthPark @Adam_Stirling @Stephen_Andrew @BC_Housing Is anyone keeping track of how the homeless housing initiative is going in Victoria? How many folks have reached a state of stability? How many are getting clean? How many have been kicked out? In other words - how successful has it been?,2022-04-12 15:59:46.087846,1512234374493720576,2022-04-08 01:02:25+00:00,2,0,3,0,,,,LameLoonyLeft,1175,Victoria Homeless,Victoria
34,"Insights: Skilled regional regional workers can’t find a place to live and face homelessness, leaving communities with critical shortages.
https://t.co/BVuyey0KWg",2022-04-12 15:59:46.298028,1513686968693325824,2022-04-12 01:14:30+00:00,0,0,2,2,,,,theweeklytimes,16434,Victoria Homelessness,Victoria
35,@CostaLaw Primary care access under the NDP govt has continued to deteriorate. The NDP continues to blame the previous Liberal govt for the problems with homelessness and the opioid crisis five years on. Lots of lip service but little concrete action. Victoria is a mess.,2022-04-12 15:59:46.298028,1513664339307544577,2022-04-11 23:44:35+00:00,1,0,2,1,,,,kruselnicki,172,Victoria Homelessness,Victoria
36,Big news: I'm taking part the Vinnies CEO Sleepout to raise funds for people experiencing homelessness. Support me today to help thousands of Australians in need. https://t.co/EbTkE43077,2022-04-12 15:59:46.298028,1513643288489648134,2022-04-11 22:20:56+00:00,0,0,0,0,,,,DavidhMarlow,1905,Victoria Homelessness,Victoria
37,"Since #Budget2022 has locked in mass homelessness in Greater Victoria (and all of Canada), we're going to have to figure out a new approach to how the public, biz, &amp; govts interact with people who live in public spaces. https://t.co/hkbm1vTnO7",2022-04-12 15:59:46.298028,1513548187193131008,2022-04-11 16:03:02+00:00,0,0,5,0,,,,NicoleChaland,1102,Victoria Homelessness,Victoria
38,@katy_merrifield Agreed. Now why would you expect @GraceALore  to do better. We have a primary care crisis and urgent homelessness issues in Victoria and the silence is deafening from our MLA. It's hard to do better when urgent issues are ignored.,2022-04-12 15:59:46.298028,1513344221645836288,2022-04-11 02:32:33+00:00,0,0,0,0,,,,drobwlldiad,5460,Victoria Homelessness,Victoria
39,"@gossthegoose @ArtistAffame @DamienEvans7 @AlboMP the social security provided by the government is necessary. Without it crime, child abuse, homelessness all these terrible social ills would be endemic in a large portion of the population, just as it was before. Think of the Victoria era...we do not want to go back to that",2022-04-12 15:59:46.298028,1513044959523352577,2022-04-10 06:43:24+00:00,1,0,1,0,,,,LadyOfTheOcean1,18553,Victoria Homelessness,Victoria
40,"@EndZonerBoner @Flattielover @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia Not true. Asylum seekers (unlike people with refugee status) don't qualify for any federal assistance

I know the process is complicated and confusing.  And I agree homelessness is a problem. But you do realize that another problem now is not having enough workers for  jobs",2022-04-12 15:59:46.298028,1512910659322851330,2022-04-09 21:49:44+00:00,1,0,2,0,,,,Frdmlvr3691,123,Victoria Homelessness,Victoria
41,"Every day, a dire shortage of homes for $550/month causes new inflows to homelessness &amp; prevents exits from homelessness.

#Budget2022 promises 6,000 homes at this rent for ALL OF CANADA. 

Meanwhile, Greater Victoria has a backlog shortage of  &gt;10,000 homes that cost $550/mo.",2022-04-12 15:59:46.298028,1512459595645538307,2022-04-08 15:57:22+00:00,1,0,10,5,,,,KaylaHogg3,305,Victoria Homelessness,Victoria
42,@Saggit95 @Silver_Strike @ShellyRKirchoff @KsLiberal @Synyster63 @skeeduu @TommyD07868371 @PridgeWessea @Vickie627 @akuscg @NathanBronson7 @Bigteethyouhave @victoria_roark @NatForTrump2024 @SpongebobBirth @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @PalusoSonny @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @Flattielover @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @Annie20554592 @BC_Missy @BernFost1 @WisePaxCat @IvankaTrump And what are you doing about the homelessness all over the US? How does homelessness cure sexuality taught in schools in early education? I think you’ve been dropped on your head too many times as an infant!,2022-04-12 15:59:46.298028,1512228265032921111,2022-04-08 00:38:08+00:00,2,0,3,0,,,,KellyManningart,891,Victoria Homelessness,Victoria
43,"@cameronnight11 @Stefan_SCan People do it here in Victoria all year long 🤷‍♀️ it's not labeled a protest though, just homelessness, you know, a permanent problem, not tempory https://t.co/enP5g9xPbU",2022-04-12 15:59:46.298028,1512155605816918020,2022-04-07 19:49:25+00:00,1,0,2,0,,,,VCOSS,14104,Victoria Homelessness,Victoria
44,Omg there’s so much homelessness in Victoria Street atm and I’m an easy target. I’ve officially paid the rent this week. #devastating,2022-04-12 15:59:46.298028,1511952760228696066,2022-04-07 06:23:23+00:00,0,0,0,0,,,,AnthonyLarme,983,Victoria Homelessness,Victoria
45,"This.

This is the very human face of regional Victoria's renting, housing and homelessness crisis.

This is a crisis if our own making. 

Well told by @JessWhitty at @PRIME7Border.
https://t.co/PYQR6yjgym",2022-04-12 15:59:46.298028,1511844182960214019,2022-04-06 23:11:56+00:00,1,6,21,10,,,,_jeremy_sch,312,Victoria Homelessness,Victoria
46,"@ourplacesociety My understanding is there is a mix of people at that encampment

There are those who failed out of housing

Those who are new to Victoria

And then there are housed people like Shea Smith trying to create a tent city

Now they're calling it the Vic High Village to avoid stigma",2022-04-12 15:59:46.416529,1512996261552525316,2022-04-10 03:29:53+00:00,0,0,2,0,,,,CharlesBodi,720,Victoria Encampment,Victoria
47,@berryonline Hopefully you are going to discuss when the removal of that disgusting and disgraceful eye sore of an encampment on Weber and Victoria is going to be removed,2022-04-12 15:59:46.416529,1512044093555281925,2022-04-07 12:26:18+00:00,0,0,0,0,,,,IMTysonBond,17,Victoria Encampment,Victoria
48,@kissaka0 @1Donaldinho @Davviddi @Mvet_Zitano @hanipha_ @vee__victoria @babalao__ @MudyfoxTz @fazoboya @JayleenRickie Being light skinned in Africa means you portray successful while dark skin means poverty,2022-04-12 15:59:46.753820,1513882141196705810,2022-04-12 14:10:03+00:00,0,0,1,0,,,,babayaro_O3,183,Victoria Poverty,Victoria
49,"the convict state, founded by prisoners. stood over by british forces. abused and tortured. natives shot. hangings. gallows. 3 years prison for stealing a horse. irish outcasted. poverty. hardship. victoria police.

Nazis.",2022-04-12 15:59:46.753820,1513861007156064258,2022-04-12 12:46:04+00:00,1,0,0,0,,,,_pilotbeacon_,246,Victoria Poverty,Victoria
50,"#AbolishTheMonarchy

All monarchs have dynastic duty to increase wealth and power. 

Queen Victoria increased their wealth during a famine

Today’s lot have increased their wealth during extreme austerity

Where there is great wealth there is great poverty. https://t.co/ZoOCSxKiGL",2022-04-12 15:59:46.753820,1513805120101781510,2022-04-12 09:04:00+00:00,3,1,97,59,,,,Britain_People,14881,Victoria Poverty,Victoria
51,"@CPAC_TV “ PM Trudeau tells reporters in Victoria that Canadians know that “anyone promising a simple, easy fix  . . .”

Well that explains Justin’s Carbon Tax induced poverty.",2022-04-12 15:59:46.753820,1513681240016125955,2022-04-12 00:51:45+00:00,0,0,1,0,,,,ItCouldBeWors20,106,Victoria Poverty,Victoria
52,"A country can survive war, illness, and poverty. However one cannot survive in a country where justice does not exist.  -Pablo Victoria",2022-04-12 15:59:46.753820,1513457172138856450,2022-04-11 10:01:23+00:00,0,0,1,0,,,,kylekim0121,55,Victoria Poverty,Victoria
53,The principal objective of this project is to contribute to broad-based poverty alleviation and improvement of livelihoods of people through increased investment in maritime transport and fishing on Lake Victoria. #LetsBuildUG #UgMoving4wd https://t.co/oyY2ZnPBCw,2022-04-12 15:59:46.753820,1513387614400917506,2022-04-11 05:24:59+00:00,1,0,8,12,,,,Martin_nuh,55,Victoria Poverty,Victoria
54,"@GraceALore 1: The convoy was not a white supremacist group
2: The Carbon Tax is the reason you got a raise, and is the reason Canadians are going into poverty
3: You have done nothing for Victoria residents, you negated public safety 

The list goes on though you are too dense to listen",2022-04-12 15:59:46.753820,1513365509051322370,2022-04-11 03:57:08+00:00,0,0,12,0,,,,CharlesBodi,720,Victoria Poverty,Victoria
55,"Malaysia,

A country can survive war, illness and poverty, however, one cannot survive in a country where justice does not exist 

- Pablo Victoria - https://t.co/1fHBMqQlp9",2022-04-12 15:59:46.753820,1513329813045403649,2022-04-11 01:35:18+00:00,0,0,0,0,,,,AsiaMcn,14,Victoria Poverty,Victoria
56,"A country can survive war, illness, and poverty. However, one cannot survive in a country where justice does not exist—Pablo Victoria

#AgainMyLifeEp1 
#LeeJoonGi https://t.co/7enumt5X5R",2022-04-12 15:59:46.753820,1513327857141174272,2022-04-11 01:27:32+00:00,0,0,0,0,,,,engr_kvii,291,Victoria Poverty,Victoria
57,"""A country can survive war, illness, and poverty,
However, one cannot survive in a country....
Where justice does not exist.""
(Pablo Victoria)",2022-04-12 15:59:46.754673,1513221516137271297,2022-04-10 18:24:58+00:00,1,0,5,1,,,,Neurokirurg,340,Victoria Poverty,Victoria
58,@PovReductionBC @PovFreeTeam @300ToLive FORCED INTO POVERTY &amp; PROSTITUTION https://t.co/KX9QNPdFag BY GOVT #BCStorm I am being #murdered by @saanich @vicpdcanada @SaanichPolice AGENTS &amp;BC GOVT @Dave_Eby @jjhorgan @BCProsecution @BCProvCourt AGENTS #racism #hatecrimes #discrimination #Taken #evil https://t.co/u7LPS12QS0,2022-04-12 15:59:46.754673,1513214575126056963,2022-04-10 17:57:23+00:00,0,0,0,0,,,,HatedByBCgovt,20,Victoria Poverty,Victoria
59,"The opening quote🥺🥺
""A country can survive war, illness, and poverty. However, one cannot survive in a country where justice does not exist.""- Pablo Victoria #AgainMyLifeEp1",2022-04-12 15:59:46.754760,1513126377377124360,2022-04-10 12:06:55+00:00,1,1,1,0,,,,M_Adeeronke,222,Victoria Poverty,Victoria
60,"A country can survive war, illness, and poverty. However, one cannot survive in a country where justice does not exist.
-Pablo Victoria.",2022-04-12 15:59:46.754760,1512935244567138310,2022-04-09 23:27:25+00:00,1,0,3,0,,,,fauzeeyya9,575,Victoria Poverty,Victoria
61,"""A country can survive war, illness, and  poverty. However, one cannot survive in a country where justice does not exist."" ~Pablo Victoria",2022-04-12 15:59:46.754760,1512918804309110785,2022-04-09 22:22:06+00:00,0,0,1,0,,,,nestgianan,777,Victoria Poverty,Victoria
62,"#امپورٹڈ_حکومت_نامنظور 
A country can survive war, illness, and poverty. However, one cannot survive in a country where justice does not exist. (pablo victoria)",2022-04-12 15:59:46.754760,1512908922205749255,2022-04-09 21:42:50+00:00,0,0,0,0,,,,x2ichi,41,Victoria Poverty,Victoria
63,"@jjhorgan We continue to call on Victoria to increase disabled BCers’ #PwD rates to an adequate level of support, not the constant struggle of far below poverty. Unfortunately, the provincial budget failed to #RaiseTheRates by even a single dollar.

@BCNDP @NicholasSimons @SelinaRobinson",2022-04-12 15:59:46.754760,1512851839619768327,2022-04-09 17:56:00+00:00,3,0,14,6,,,,DisabledVancity,253,Victoria Poverty,Victoria
64,"We continue to call on Victoria to increase disabled BCers’ #PwD rates to an adequate level of support, not the constant struggle of far below poverty. Unfortunately, the provincial budget failed to #RaiseTheRates by even a single dollar.

@BCNDP @NicholasSimons @SelinaRobinson https://t.co/dakc9Mnbcs",2022-04-12 15:59:46.754760,1512851780081577986,2022-04-09 17:55:46+00:00,0,0,4,3,,,,siipril,59,Victoria Poverty,Victoria
65,"""A country can survive war, disease and poverty, but one cannot survive in a country where justice doesn't exist""

-Pablo Victoria-",2022-04-12 15:59:46.754760,1512812714946863107,2022-04-09 15:20:32+00:00,0,0,0,0,,,,v_mcmxci,4,Victoria Poverty,Victoria
66,"I started a new drama today and there's a quote that caught my attention.

""A country can survive war,illness and poverty. However, a person cannot survive in a country where justice does not exist"" - Pablo victoria",2022-04-12 15:59:46.754760,1512741113320579078,2022-04-09 10:36:01+00:00,0,0,8,3,,,,RichardAmbunya1,83,Victoria Poverty,Victoria
67,@MumbiMbui It surprised Siaya was named one of the last ten counties languishing in poverty yet it rain throughout the year and fishing activities are in lake Victoria,2022-04-12 15:59:46.754760,1512731586135040007,2022-04-09 09:58:09+00:00,0,0,1,0,,,,Kdrama_QuotesEp,5,Victoria Poverty,Victoria
68,"[ #AgainMyLife ]
""A country can survive war, illness &amp; poverty. However, one cannot survive in a country where justice does not exist"" - (Pablo Victoria) - #AgainMyLifeEp1 https://t.co/MiScJTSCFt",2022-04-12 15:59:46.754760,1512665142307155969,2022-04-09 05:34:08+00:00,0,0,14,5,,,,Ellinadear,5150,Victoria Poverty,Victoria
69,"""A country can survive war, illness &amp; Poverty. However, one cannot survive in a country whee Justice doesn't exist."" - Pablo Victoria

#AgainMyLife",2022-04-12 15:59:46.754760,1512517731257622534,2022-04-08 19:48:23+00:00,0,0,5,1,,,,Williammaablabs,36,Victoria Poverty,Victoria
70,Am turning away from poverty to prosperity @PearlMovies @MaablabsTechLtd @quit @victoria_sibiya @poshaaloyo @HaffionHaffy https://t.co/TJhxZAe1xn,2022-04-12 15:59:46.754760,1512493569285799936,2022-04-08 18:12:22+00:00,0,0,2,0,,,,wendihouse22,790,Victoria Poverty,Victoria
71,"@AkanKwaku Nothing’s changed in hundreds of years. Queen Victoria being shielded from the poverty disease in her Royal carriage, when she went about in London. It was so awful, the poor woman wasn’t allowed to “look”.  

Recently, the homeless rounded up and shifted, pre Harry’s wedding.",2022-04-12 15:59:46.754760,1512358919817121793,2022-04-08 09:17:19+00:00,0,0,0,0,,,,billwells_1,868,Victoria Poverty,Victoria
72,"@Victoria_Spratt @theipaper @r_earwaker @jrf_uk @LibDems This isn't quite true is it?

There are affordability restrictions - associated with Govt prudence regulations - in how much you can take out on mortgages. 

Also, the presumption are that the 1/3 in poverty are all house buyers not home owners. Unlikely?@CarolLewis101",2022-04-12 15:59:46.754760,1512349072866304000,2022-04-08 08:38:11+00:00,0,0,1,0,,,,ethoscentre,783,Victoria Poverty,Victoria
73,"The Conversation has picked up on the report, ‘Scarring effects of the pandemic economy’, published by Catholic Social Services Victoria, where I work as Senior Policy Officer, along with other agencies. 

#lockdowns #socialservices #poverty 

https://t.co/iokv8wPQFP",2022-04-12 15:59:46.754760,1512021614493265923,2022-04-07 10:56:59+00:00,1,0,0,1,,,,Seirian,254,Victoria Poverty,Victoria
74,"Victoria Surgery, Holyhead. End Period Poverty. @RhunapIorwerth @AngleseyScMedia #endperiodpoverty https://t.co/Egzbv1Qh9D",2022-04-12 15:59:46.754760,1511969876654669835,2022-04-07 07:31:24+00:00,0,1,9,1,{'place_id': '733af4734cdc6d4a'},"Holyhead, Wales",733af4734cdc6d4a,denoh_owino,0,Victoria Poverty,Victoria
75,"This is siaya county. Home baba the 5th among the poorest counties in Kenya. With 'migingo' farm, dominion farm and lake Victoria still we can't eradicate the poverty level. Effect of voting six piece
@RailaOdinga @RasangaGov @orengo_james https://t.co/zbgfoSIQth",2022-04-12 15:59:46.754760,1511817006999379970,2022-04-06 21:23:57+00:00,0,0,0,0,,,,cartujakds,12307,Victoria Poverty,Victoria
76,@timeandthehour @SilvaSurfer4 @SpanishDan1 Immigrants built the roads in the first place. Then Queen Victoria sent them back to Ireland to extreme poverty.,2022-04-12 15:59:46.754760,1511811194276962307,2022-04-06 21:00:51+00:00,0,0,0,0,,,,AnthonyLarme,983,Victoria Poverty,Victoria
77,"""Cancel every member of Victoria Police.
Drive them into poverty and homelessness. Banish them. They will be punished for the rest of their lives""",2022-04-12 15:59:46.754760,1511543850011045891,2022-04-06 03:18:31+00:00,0,0,0,0,,,,armthehomelessn,1638,Victoria Poverty,Victoria
78,"@ffb_victoria This is why Josh Allen will be broken by the age of 32. Like Culpepper, Newton, Griffin, etc. It should be a crime having a designed QB rush attempt from inside the five yard line unless you’re advancing in the playoffs.",2022-04-12 15:59:47.258533,1513980824424632322,2022-04-12 20:42:11+00:00,1,0,0,0,,,,FuriousGoruge,8,Victoria Crime,Victoria
79,@thealso Current mileage on DEZ? … and has the Crown  Victoria screeched Ona crime scene yet🧐😎,2022-04-12 15:59:47.258533,1513980225146732548,2022-04-12 20:39:48+00:00,1,0,0,0,,,,JonathanMcCusk3,1591,Victoria Crime,Victoria
80,"Queen Victoria had someone frm India working 4 her; &amp; exiled Edward VIII had 1-2 Black ppl.
Throughout the West, MOST Whites r more comfortable with Whs than us:). What if we were kinder, &amp; better to each other:)? Also less in Crime? Life wd be BTTR 4 us. Some always blame us:(. https://t.co/9ODMryIRV5",2022-04-12 15:59:47.258533,1513966680837394437,2022-04-12 19:45:59+00:00,0,0,0,0,,,,Churchi15246971,208,Victoria Crime,Victoria
81,Victoria Crime Stoppers is requesting information regarding an armed robbery https://t.co/vDWvQ2r2NC,2022-04-12 15:59:47.258533,1513925355521904643,2022-04-12 17:01:46+00:00,0,0,0,0,,,,JamesMunozNC25,2069,Victoria Crime,Victoria
82,@TPP__9_ @CharlesBodi @Stew16art @AwaitingJuno @Stephen_Andrew @Burgundavia These stats can't be compared as for some reason they changed from including Esquimalt with Victoria to now using only Victoria crime stats,2022-04-12 15:59:47.258533,1513918030593490948,2022-04-12 16:32:40+00:00,1,0,0,0,,,,passionmoon,62,Victoria Crime,Victoria
83,"@passionmoon @CharlesBodi @Stew16art @AwaitingJuno @Stephen_Andrew @Burgundavia Victoria is turning into a truly unsafe place. There is no one more responsible for this than City Hall

https://t.co/5hWZcFYugZ",2022-04-12 15:59:47.258533,1513914242801364993,2022-04-12 16:17:37+00:00,2,0,6,4,,,,TPP__9_,13,Victoria Crime,Victoria
84,"Glamourising depictions of Naples’ life of crime in film and TV in recent years have not been without effect on its actual inhabitants. They influence the young subject of Victoria Fiore’s NASCONDINO, but also conceal a more complex reality. https://t.co/cnaBzJnOSY",2022-04-12 15:59:47.258533,1513912677604765703,2022-04-12 16:11:24+00:00,0,0,0,0,,,,animus_mag,1142,Victoria Crime,Victoria
85,"@passionmoon @CharlesBodi @Stew16art @AwaitingJuno @Stephen_Andrew @Burgundavia Through a very quick Google search:

StatsCan released its crime severity index, which placed Victoria's CSI at 168 points. It is the highest score out of B.C.'s 13 municipal police agencies and well above the provincial average score of 96.

https://t.co/EUJXzAkkwr",2022-04-12 15:59:47.258533,1513911885271248900,2022-04-12 16:08:15+00:00,2,0,1,0,,,,TkovlaC,0,Victoria Crime,Victoria
86,"@autodafe20 @lapatina_ ok, but Victoria Nuland did it way before since here they talk about demostrators which was after. but you still did not answer what treason or crime did Yanukovych commit since you indicated that he did. 

and is Monroe doctrine constitutional?",2022-04-12 15:59:47.258533,1513909469838725126,2022-04-12 15:58:39+00:00,0,0,0,0,,,,CrossroadsToday,3967,Victoria Crime,Victoria
87,Your tip could lead to capture of the individuals responsible for this armed robbery.  https://t.co/ld8Q29eKnM,2022-04-12 15:59:47.258533,1513907434020122625,2022-04-12 15:50:33+00:00,0,0,1,1,,,,anyasbarbie,2303,Victoria Crime,Victoria
88,fun lesbian fact: queen victoria didn’t think that lesbian sex should be a crime or lesbians in general because she didn’t think women could’ve attracted to other women when men like her husband existed https://t.co/5TKTzVICyj,2022-04-12 15:59:47.258533,1513897990485913603,2022-04-12 15:13:02+00:00,1,0,30,0,,,,IqbalSunyat,1,Victoria Crime,Victoria
89,"Judge’s ruling due on legal challenge against Holocaust memorial site https://t.co/2MDPadHKth 
More suitable location for Holocaust Memorial will be in Parliament Square along with Churchill / Ghandi / Mandela / Houses of Westminster who defend everyone's Human Rights",2022-04-12 15:59:47.258533,1513849622225211393,2022-04-12 12:00:50+00:00,0,0,0,0,,,,CelticLass13,859,Victoria Crime,Victoria
90,"Judge’s ruling due on legal challenge against Holocaust memorial site https://t.co/2MDPadHKth 
Adding something Foreign to Gardening will attract Too Many People with Little Love for Heritage Site which will Forever Destroy Peaceful Nature of Victoria Tower Garden",2022-04-12 15:59:47.258533,1513849534123847698,2022-04-12 12:00:29+00:00,0,0,0,0,,,,15jcmanoj,142,Victoria Crime,Victoria
91,Judge’s ruling due on legal challenge against Holocaust memorial site https://t.co/2MDPadHKth This imost welcome for Victoria Tower Garden's historic heritage Green Space has over centuries provided a Rich Leisure Space for residents / tourists to Enjoy in Peace,2022-04-12 15:59:47.258533,1513849421779382278,2022-04-12 12:00:02+00:00,0,0,0,0,,,,Goatmalikmonk22,143,Victoria Crime,Victoria
92,"@TheBoon777 My anger is palpable. The only comfort I can draw on, is knowing the truth. Everyday is a fight against evil in Victoria and our only crime is living.",2022-04-12 15:59:47.258533,1513820958343106562,2022-04-12 10:06:56+00:00,0,0,14,3,,,,Reverend_Trask,153,Victoria Crime,Victoria
93,"Every time a crime took place in West Bengal, Mamta Banerji behaves like Queen Victoria who doesn't have any knowledge of ground realities but has big mouth to say ""It's not  Uttar Pradesh."" https://t.co/khdQCJ23aG",2022-04-12 15:59:47.258533,1513793211151515651,2022-04-12 08:16:41+00:00,0,0,0,0,,,,VinceGottalotta,7550,Victoria Crime,Victoria
94,@MVPSZN2021 @Goatmessi1019 @RUr62985981 @mevvybear @BallsackSports Well I was born April the 5th 1967 security number is 978  and my full name is mevyy bear I live in otawaa quebec near Victoria I did this crime in 1987 when I was 14 years old,2022-04-12 15:59:47.258533,1513785179940134913,2022-04-12 07:44:46+00:00,1,0,6,0,,,,mmEyeNewMe,452,Victoria Crime,Victoria
95,"@EliotStokes He twitches with discomfort. The truth set free does not set him free. Instead, it makes him fearful. What follows is a vicious tirade that deceives no one. Least of all himself. “Victoria Winters is a witch! She is a witch… Is it a crime to follow God’s commandments?
2/4",2022-04-12 15:59:47.258533,1513757121954951172,2022-04-12 05:53:16+00:00,1,0,0,0,,,,bend11735343,4,Victoria Crime,Victoria
96,"@mmEyeNewMe @SaveThe_Ukraine @PridgeWessea @KsLiberal @ShotgunWitch @Silver_Strike @Synyster63 @skeeduu @ShellyRKirchoff @TommyD07868371 @Vickie627 @akuscg @NathanBronson7 @Bigteethyouhave @victoria_roark @NatForTrump2024 @SpongebobBirth @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @PalusoSonny @Frdmlvr3691 @Kittie_Svengali @sd_usn @JoeBro20802650 @CunningMarshal @Flattielover @PeterBartholo14 @SuP3rK @NanetteDonnelly @jerbear714 @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @Annie20554592 @BC_Missy @BernFost1 @WisePaxCat True. But the difference is a sex crime committed by a Democrat is considered a bonus.

It’s something to really elevate that politician within the ranks of the Democrat party. https://t.co/36V84K45Y2",2022-04-12 15:59:47.258533,1513755621287505925,2022-04-12 05:47:18+00:00,2,0,4,1,,,,theheraldsun,345058,Victoria Crime,Victoria
97,"@ShotgunWitch @Frdmlvr3691 @KsLiberal @VinceGottalotta @Silver_Strike @Synyster63 @skeeduu @ShellyRKirchoff @TommyD07868371 @PridgeWessea @Vickie627 @akuscg @NathanBronson7 @Bigteethyouhave @victoria_roark @NatForTrump2024 @SpongebobBirth @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @PalusoSonny @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @Flattielover @PeterBartholo14 @SuP3rK @NanetteDonnelly @jerbear714 @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @Annie20554592 @BC_Missy @BernFost1 @WisePaxCat Again, that’s not the point. The point is that parents have the right to raise their children as they see fit. If they teach their children in ways that cause them to commit a crime then the state can hand down a consequence. The answer is NOT to let the state take over parenting",2022-04-12 15:59:47.258533,1513755166910164993,2022-04-12 05:45:30+00:00,0,0,0,0,,,,Vicadvocate,10311,Victoria Crime,Victoria
98,"Crime in Canada, especially bc is the place to go to commit all your criminal activity. Even if you murder here in bc the odds of being caught is 50/50. Jail is very foreign to liberal judges. Jails they say are like resorts, like William Head jail in Victoria bc, having houses.",2022-04-12 15:59:47.259526,1513740668551659520,2022-04-12 04:47:53+00:00,0,0,0,0,,,,nancyvictoria,3432,Victoria Crime,Victoria
99,Four men have been arrested and police have seized a massive haul of cash and drugs in a series of raids on an alleged crime syndicate in Melbourne’s north and west. https://t.co/ZT9Ss13CjG,2022-04-12 15:59:47.259526,1513709745105883139,2022-04-12 02:45:01+00:00,0,0,1,0,,,,realMUGrad,119,Victoria Crime,Victoria
100,Aggravated burglaries are on the rise in parts of Victoria despite record low crime levels. See where your suburb ranks. https://t.co/vW7WANntYH,2022-04-12 15:59:47.259526,1513705972451094535,2022-04-12 02:30:01+00:00,3,0,1,0,,,,ducky3612,616,Victoria Crime,Victoria
101,"A Victoria home was vandalized during the early morning hours Sunday, according to a police report. https://t.co/j3FHsEIRUi",2022-04-12 15:59:47.259526,1513698439258857473,2022-04-12 02:00:05+00:00,0,0,0,0,,,,DawnieBrowning,2558,Victoria Crime,Victoria
