text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-21 17:07:59.730920,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,85,beacon hill park (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill park
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-21 17:08:00.905806,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,85,beacon hill park (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill park
"The request for witnesses to the crime led to a @CityOfVictoria councillor attacking VicPD for using the word ""beheaded"" in the press release, suggesting the word created unfair stigma to persons sheltering in the park. 

Another day in Beacon Hill #yyj 

https://t.co/yMbUul5DLC",2022-04-21 17:08:02.138504,1517228240116539393,2022-04-21 19:46:15+00:00,4,0,8,1,,,,,Adam_Stirling,9697,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill park
"MA needs affordable and equitable transit! Join Public Transit Public Good coalition, Transit is Essential coalition, and special guest Mayor Wu as we call on Beacon Hill and the MBTA to advance affordable transit statewide.
Mon, 4/25, 12pm
Park Street Station 
@massCLU https://t.co/RMX1OsguZL",2022-04-21 17:08:02.138504,1517228100186263553,2022-04-21 19:45:42+00:00,0,0,1,0,,,,,GBLCBoston,3702,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill park
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-21 17:08:02.138504,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,85,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill park
@Adam_Stirling This a practice I do with my kids now.  We visit parks all around we haven’t been to.  No doubt I keep a close eye on them. There has been a few times we had to leave cause of mentally ill homeless people exposing themselves. Example: Hollywood and beacon hill park.,2022-04-21 17:08:02.138504,1515405847232319488,2022-04-16 19:04:43+00:00,0,0,0,0,,,,,PaddyPoPo1,20,beacon hill park (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill park
"I apologize. I spoke without checking the alternate universe where Beacon Hill Park was safe, homelessness has been ended, Victoria is over-policed, and Sarah Potts has a perfectly valid reason to leave the province if she leaves council after doing an amazing job. #yyj https://t.co/hLYLLMAau0",2022-04-21 17:08:03.338220,1516775710450495491,2022-04-20 13:48:04+00:00,24,0,36,4,,,,,Adam_Stirling,9697,"beacon hill park (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill park
I’d like to become homeless and overdose in a tent at beautiful beacon hill park,2022-04-21 17:08:04.541023,1515449656158797825,2022-04-16 21:58:48+00:00,1,0,1,0,,,,,boypussyrises,85,beacon hill park (greater victoria coalition to end homelessness OR cool aid society OR the victoria foundation OR anawim house OR rentsmart OR low income OR peer housing support program OR reaching home OR service provider OR front line OR front line worker OR complex care OR thief OR tent OR camper OR substance use OR evict OR povertypimps OR social problem) lang:en -is:retweet,beacon hill park
"@peternvg @AwaitingJuno We'll see how the vote breaks down. If the same councillors who were in favour of camping at Beacon Hill Park are in favour of turning Royal Athletic Park into a doggie venue, we know something must be amiss.",2022-04-21 17:08:05.706717,1514772506535636997,2022-04-15 01:08:03+00:00,0,0,0,0,,,,,Stew16art,447,beacon hill park (the victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,beacon hill park
@ofsevit It's been a lot of this for years on Beacon Hill when it comes to housing... https://t.co/Dl11xpGpIm,2022-04-21 17:08:06.985085,1517224170320547846,2022-04-21 19:30:05+00:00,0,0,6,0,,,,,berkie1,15019,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill
