,g,text,scrape_time,tweet_id,created_at,username,search_keywords,relevant
150,5,We now have Victoria Hauwa Ibrahim from #Nigeria presenting on Impact of Remittances on Healthcare Development: Empirical Evidence from Nigeria. Her research calls on governments in Sub-Saharan region to find other measures to fund and develop the healthcare sector https://t.co/WIAc1MqhS0,2022-06-20 13:34:31.718542,1.5374343724957082e+18,2022-06-16 13:58:13+00:00,zerothrottle,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",
151,5,"Despite being wrong about the housing market for years, BC govt persists in being wrong &amp; collecting more tax by expanding the unfair Speculation Tax to include units where stratas don't permit rentals. Govt greed= rising prices. Read https://t.co/5HfN9vy74L #saanich #yyj #bcpoli https://t.co/lucv5x8vRO",2022-06-20 13:35:19.804077,1.537527756530938e+18,2022-06-16 20:09:17+00:00,GregorCraigie,YYJ (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,
152,5,"Normal Heights planning group opposed new housing project on Adams Ave.

Anti-housing candidate slate swept recent North Park planning group elections. 

Homeowners preserving status quo via planning groups, despite housing crisis. #profit https://t.co/uLjHqPHpVD",2022-04-21 17:09:17.759959,1.515755912522199e+18,2022-04-17 18:15:45+00:00,donnchaf,north park (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,
153,5,"📸 credits:
 1 Saanich Archives-Poundkeeper in front of Glanford Ave pound 1924
2 Victoria Times December 2, 1972
3 Victoria Times June 22, 1960
4 Victoria Times July 20, 1974
5 ""A"" Channel-YouTube
6 Stampede City Stringer-YouTube
7 Victoria News
8 Vancouver Sun
9 Saanich News",2022-05-30 22:49:07.727018,1.529569584080208e+18,2022-05-25 21:06:21+00:00,SaanichPoliceHS,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,
154,5,"#yyj downtown in 10y?⁩

“invasions of unrestricted global capital in the property market, hyper gentrification, mass loss of affordable housing stock, a plague of tourists, the death of small local businesses, and the rise of corporate monoculture” https://t.co/LGTkS9aGY0",2022-05-17 21:47:57.754582,1.5255672487309765e+18,2022-05-14 20:02:30+00:00,mamaadvocate1,"YYJ (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",
155,5,@3AW693 Disagree with Fr Bob on this but the guy has done way more for the poor than Labor has done for the last 20 years. Heck how many people Labor sent broke under their world’s longest lockdown in Victoria while giving themselves two large pay rises?,2022-04-27 11:05:01.291435,1.519281987609006e+18,2022-04-27 11:47:07+00:00,Hoireabard,Victoria (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,
156,5,"Meanwhile, Horgan builds museums. Cruelty is the point. 
Sean lived on the streets of Victoria. Now he's gone. 
An official cause has not been determined, but Sean struggled with many physical and mental health problems. 
 https://t.co/wOR84CTHn5",2022-05-17 21:47:24.508699,1.5261078474942917e+18,2022-05-16 07:50:39+00:00,radswan1,"Victoria (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",
157,5,@kimanibrian98 @blaq_Alien @Wanjiraw_ @BreezyCruze @Jolixshix @Lil_Aziiz @JemutaiSharbel @jos_swae @comradefyat @SKELEH_THE_GOON @pizzahmwitu Every city has a downtown..even Europe where the homeless stay..tumia akili saa zingine,2022-04-20 12:26:48.994651,1.5167219550760346e+18,2022-04-20 10:14:28+00:00,1wildegurl,downtown (the aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,
158,5,21M-Coraopolis-Downtown due to pick up from University Blvd Park and Ride Shelter (15634) at 8:44am is out of service.,2022-04-27 11:02:40.868534,1.5192810436306616e+18,2022-04-27 11:43:22+00:00,PghTransitAlert,downtown (the victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,
159,5,"@GoogleCA @googlecanada have Kitchener office that is litterally across the tracks from the Web/Victoria homeless encampment.

Google could help house them, it would hardly hit Google's bottom like at all, it would like a rounding error.",2022-06-13 13:35:04.708576,1.5343318883111895e+18,2022-06-08 00:30:03+00:00,CharlieWBrennan,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,
